,Season,Type,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayTeamScore,AwayTeamHasWon,HomeTeam,HomeTeamScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,AwayFieldGoalPercentage,HomeFieldGoalPercentage,AwayThreePointPercentage,HomeThreePointPercentage,AwayTurnovers,HomeTurnovers,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
0,2020,RegularSeason,11/23/19,5:00 PM ET,Sat,11/23/19 @ 5:00 PM ET,,Final,PHO,100,True,MIN,98,False,/assets/images/nba/logos/PHO.png,/assets/images/nba/logos/MIN.png,,,,,,,"Q1, Q2, Q3, Q4","23, 22, 28, 25","30, 22, 30, 18",1,-235.0,194.0,-5.5,5.5,-110,-110,,,,,,,,-185,156,-4.5,4.5,-112,-109,234.0,-113,-108,,,,,-182,155,-4.5,4.5,-112,-109,234.0,-113,-108,,,,,-215,178,-5.0,5.0,-110,-110,233.5,-110,-110,,,,,-182,155,-4.5,4.5,-112,-109,234.0,-113,-108,,,,,,,,,,,,,,,,,,-190.0,160.0,-4.5,4.5,-105,-105,234.5,-115,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2020,RegularSeason,11/23/19,7:00 PM ET,Sat,11/23/19 @ 7:00 PM ET,,Final,ORL,106,False,IND,111,True,/assets/images/nba/logos/ORL.png,/assets/images/nba/logos/IND.png,,,,,,,"Q1, Q2, Q3, Q4","24, 31, 28, 28","25, 20, 40, 21",1,-340.0,270.0,-8.0,8.0,-110,-110,,,,,,,,-268,217,-6.5,6.5,-110,-110,201.0,-111,-110,,,,,-265,215,-6.5,6.5,-110,-110,201.0,-112,-109,,,,,-280,225,-6.5,6.5,-110,-110,201.0,-110,-110,,,,,-265,215,-6.5,6.5,-110,-110,201.0,-110,-109,,,,,,,,,,,,,,,,,,-280.0,220.0,-6.5,6.5,-105,-105,201.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2020,RegularSeason,11/23/19,7:00 PM ET,Sat,11/23/19 @ 7:00 PM ET,,Final,CHI,116,True,CHA,115,False,/assets/images/nba/logos/CHI.png,/assets/images/nba/logos/CHA.png,,,,,,,"Q1, Q2, Q3, Q4","23, 26, 25, 41","34, 22, 13, 47",1,,,2.0,-2.0,-110,100,216.0,-110.0,-110.0,,,,,107,-127,2.0,-2.0,-110,-112,219.5,-108,-113,,,,,108,-127,2.0,-2.0,-109,-112,219.5,-108,-113,,,,,108,-128,2.0,-2.0,-110,-110,218.5,-110,-110,,,,,108,-127,2.0,-2.0,-109,-112,219.5,-108,-113,,,,,,,,,,,,,,,,,,105.0,-125.0,2.0,-2.0,-110,100,219.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020,RegularSeason,11/23/19,7:30 PM ET,Sat,11/23/19 @ 7:30 PM ET,,Final,TOR,119,True,ATL,116,False,/assets/images/nba/logos/TOR.png,/assets/images/nba/logos/ATL.png,,,,,,,"Q1, Q2, Q3, Q4","27, 34, 29, 26","26, 26, 35, 32",1,,,7.0,-7.0,100,-110,223.5,-110.0,-110.0,,,,,241,-306,7.5,-7.5,-110,-110,223.0,-113,-109,,,,,225,-275,7.0,-7.0,-110,-110,223.0,-112,-109,,,,,250,-320,7.5,-7.5,-110,-110,223.5,-110,-110,,,,,240,-305,7.5,-7.5,-110,-110,223.0,-113,-109,,,,,,,,,,,,,,,,,,245.0,-320.0,7.5,-7.5,-110,100,223.5,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2020,RegularSeason,11/23/19,7:30 PM ET,Sat,11/23/19 @ 7:30 PM ET,,Final,SA,111,True,NY,104,False,/assets/images/nba/logos/SA.png,/assets/images/nba/logos/NY.png,,,,,,,"Q1, Q2, Q3, Q4","16, 27, 28, 33","32, 36, 21, 22",1,,,2.5,-2.5,-105,-105,218.0,-105.0,-115.0,,,,,126,-150,3.0,-3.0,-109,-112,218.5,-109,-112,,,,,128,-152,3.0,-3.0,-109,-112,218.5,-109,-112,,,,,118,-138,2.5,-2.5,-110,-110,218.5,-105,-115,,,,,128,-152,3.0,-3.0,-109,-112,218.5,-109,-112,,,,,,,,,,,,,,,,,,130.0,-150.0,2.5,-2.5,100,-110,217.0,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2020,RegularSeason,11/23/19,7:30 PM ET,Sat,11/23/19 @ 7:30 PM ET,,Final,MIA,86,False,PHI,113,True,/assets/images/nba/logos/MIA.png,/assets/images/nba/logos/PHI.png,,,,,,,"Q1, Q2, Q3, Q4","28, 27, 37, 21","13, 22, 24, 27",1,,,-4.0,4.0,100,-110,214.5,-110.0,-110.0,,,,,-244,199,-5.5,5.5,-110,-110,211.5,-112,-109,,,,,-245,200,-5.5,5.5,-110,-110,211.5,-112,-109,,,,,-230,190,-5.5,5.5,-110,-110,210.5,-115,-105,,,,,-245,200,-5.5,5.5,-110,-110,211.5,-112,-109,,,,,,,,,,,,,,,,,,,,-5.5,5.5,-105,-105,211.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2020,RegularSeason,11/23/19,8:00 PM ET,Sat,11/23/19 @ 8:00 PM ET,,Final,POR,104,False,CLE,110,True,/assets/images/nba/logos/POR.png,/assets/images/nba/logos/CLE.png,,,,,,,"Q1, Q2, Q3, Q4","19, 30, 27, 34","19, 23, 27, 35",1,164.0,-194.0,4.5,-4.5,-110,-110,,,,,,,,206,-252,6.0,-6.0,-110,-110,226.5,-109,-113,,,,,205,-250,6.0,-6.0,-110,-110,226.5,-108,-113,,,,,205,-245,5.5,-5.5,100,-120,226.5,-110,-110,,,,,205,-250,6.0,-6.0,-110,-110,226.5,-108,-113,,,,,,,,,,,,,,,,,,215.0,-270.0,6.5,-6.5,-105,-105,226.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2020,RegularSeason,11/23/19,8:00 PM ET,Sat,11/23/19 @ 8:00 PM ET,,Final,LAL,109,True,MEM,108,False,/assets/images/nba/logos/LAL.png,/assets/images/nba/logos/MEM.png,,,,,,,"Q1, Q2, Q3, Q4","35, 28, 21, 24","25, 30, 30, 24",1,,,7.5,-7.5,-105,-105,221.0,-110.0,-110.0,,,,,267,-330,7.5,-7.5,-110,-110,225.5,-113,-109,,,,,260,-315,7.5,-7.5,-110,-110,225.5,-113,-108,,,,,290,-360,8.5,-8.5,-120,100,225.5,-110,-110,,,,,260,-315,7.5,-7.5,-110,-110,225.5,-113,-108,,,,,,,,,,,,,,,,,,285.0,-370.0,8.0,-8.0,-105,-105,225.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2020,RegularSeason,11/23/19,8:30 PM ET,Sat,11/23/19 @ 8:30 PM ET,,Final,DET,90,False,MIL,104,True,/assets/images/nba/logos/DET.png,/assets/images/nba/logos/MIL.png,,,,,,,"Q1, Q2, Q3, Q4","27, 27, 23, 27","24, 23, 22, 21",1,-750.0,550.0,-12.0,12.0,-110,-110,,,,,,,,-1350,773,-13.5,13.5,-112,-110,226.0,-109,-112,,,,,-1430,800,-13.5,13.5,-112,-110,226.0,-109,-112,,,,,-950,660,-12.5,12.5,-120,100,225.5,-110,-110,,,,,-1430,800,-13.5,13.5,-112,-110,226.0,-109,-112,,,,,,,,,,,,,,,,,,-1100.0,710.0,-13.0,13.0,-105,-105,225.5,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2020,RegularSeason,11/23/19,9:00 PM ET,Sat,11/23/19 @ 9:00 PM ET,,Final,NO,120,False,UTA,128,True,/assets/images/nba/logos/NO.png,/assets/images/nba/logos/UTA.png,,,,,,,"Q1, Q2, Q3, Q4","44, 30, 24, 30","31, 23, 34, 32",1,,,-8.0,8.0,100,-110,222.5,-110.0,-110.0,,,,,-213,176,-5.5,5.5,-110,-110,225.5,-112,-110,,,,,-210,175,-5.5,5.5,-110,-110,225.5,-112,-109,,,,,-210,178,-5.5,5.5,-110,-110,225.5,-110,-110,,,,,-210,175,-5.5,5.5,-110,-110,225.5,-112,-109,,,,,,,,,,,,,,,,,,-235.0,185.0,-5.5,5.5,-105,-105,225.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
