,Season,Type,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayTeamScore,AwayTeamHasWon,HomeTeam,HomeTeamScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,AwayFieldGoalPercentage,HomeFieldGoalPercentage,AwayThreePointPercentage,HomeThreePointPercentage,AwayTurnovers,HomeTurnovers,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
0,2022,RegularSeason,11/12/21,7:00 PM ET,Fri,11/12/21 @ 7:00 PM ET,,Final,NY,96,False,CHA,104,True,/assets/images/nba/logos/NY.png,/assets/images/nba/logos/CHA.png,,,,,,,"Q1, Q2, Q3, Q4","18, 28, 34, 24","34, 21, 21, 20",1,,,1.0,-1.0,-115,-105,225.5,-110.0,-110.0,,,,,116,-138,2.5,-2.5,-110,-112,224.0,-112,-109,,,,,120,-140,2.5,-2.5,-110,-110,225.5,-105,-115,,,,,122,-144,2.5,-2.5,-110,-110,225.0,-110,-110,,,,,114,-136,2.5,-2.5,-109,-112,224.0,-112,-109,,,,,120,-140,2.5,-2.5,-110,-110,224.5,-110,-110,,,,,120,-140,2.5,-2.5,-110,-110,224.5,-110,-110,,,,,115,-139,2.5,-2.5,-110,-110,225.5,-110,-110,,,,,,,,,,,,,,,,,
1,2022,RegularSeason,11/12/21,7:30 PM ET,Fri,11/12/21 @ 7:30 PM ET,,F/OT,MIL,113,False,BOS,122,True,/assets/images/nba/logos/MIL.png,/assets/images/nba/logos/BOS.png,,,,,,,"Q1, Q2, Q3, Q4, OT","30, 21, 37, 20, 14","30, 25, 26, 27, 5",1,,,2.0,-2.0,-110,-110,216.0,-110.0,-110.0,,,,,-205,167,-5.0,5.0,-112,-110,208.5,-112,-109,,,,,-210,175,-5.5,5.5,-110,-110,210.0,-110,-110,,,,,-230,190,-5.5,5.5,-110,-110,209.5,-108,-112,,,,,-195,160,-5.0,5.0,-112,-110,208.5,-112,-109,,,,,-220,180,-5.5,5.5,-110,-110,210.0,-110,-110,,,,,-220,175,-5.5,5.5,-110,-110,209.5,-110,-110,,,,,-222,180,-5.5,5.5,-110,-110,209.5,-110,-110,,,,,,,,,,,,,,,,,
2,2022,RegularSeason,11/12/21,7:30 PM ET,Fri,11/12/21 @ 7:30 PM ET,,Final,DET,78,False,CLE,98,True,/assets/images/nba/logos/DET.png,/assets/images/nba/logos/CLE.png,,,,,,,"Q1, Q2, Q3, Q4","24, 28, 22, 24","18, 23, 11, 26",1,,,-5.0,5.0,-110,-110,204.0,-110.0,-110.0,,,,,-199,163,-5.0,5.0,-113,-108,200.0,-112,-110,,,,,-190,160,-4.5,4.5,-115,-105,200.0,-115,-105,,,,,-184,154,-4.5,4.5,-110,-110,200.5,-110,-110,,,,,-200,163,-5.0,5.0,-113,-108,200.0,-112,-109,,,,,-200,170,-4.5,4.5,-110,-110,200.0,-110,-110,,,,,-195,165,-5.0,5.0,-105,-115,200.0,-110,-110,,,,,-208,170,-4.5,4.5,-110,-110,200.5,-110,-110,,,,,,,,,,,,,,,,,
3,2022,RegularSeason,11/12/21,8:00 PM ET,Fri,11/12/21 @ 8:00 PM ET,,Final,BKN,120,True,NO,112,False,/assets/images/nba/logos/BKN.png,/assets/images/nba/logos/NO.png,,,,,,,"Q1, Q2, Q3, Q4","25, 34, 24, 29","33, 33, 29, 25",1,265.0,-330.0,7.5,-7.5,-110,-110,,,,,,,,357,-476,9.5,-9.5,-110,-110,215.0,-108,-113,,,,,330,-435,9.0,-9.0,-110,-110,214.5,-115,-105,,,,,320,-405,9.0,-9.0,-110,-110,215.0,-110,-110,,,,,370,-500,9.5,-9.5,-110,-110,215.0,-108,-113,,,,,350,-450,9.5,-9.5,-110,-110,214.0,-110,-110,,,,,340,-450,9.5,-9.5,-115,-105,214.5,-115,-105,,,,,350,-455,9.5,-9.5,-110,-110,213.5,-110,-110,,,,,,,,,,,,,,,,,
4,2022,RegularSeason,11/12/21,8:00 PM ET,Fri,11/12/21 @ 8:00 PM ET,,Final,POR,104,True,HOU,92,False,/assets/images/nba/logos/POR.png,/assets/images/nba/logos/HOU.png,,,,,,,"Q1, Q2, Q3, Q4","27, 18, 22, 25","30, 25, 26, 23",1,,,6.5,-6.5,-110,-110,223.5,-110.0,-110.0,,,,,249,-315,8.0,-8.0,-110,-110,222.5,-112,-110,,,,,240,-305,8.0,-8.0,-115,-105,222.5,-110,-110,,,,,250,-310,8.0,-8.0,-110,-110,222.5,-110,-110,,,,,265,-335,8.0,-8.0,-110,-110,222.5,-112,-109,,,,,210,-260,6.5,-6.5,-110,-110,222.5,-110,-110,,,,,225,-285,7.0,-7.0,-105,-115,222.5,-110,-110,,,,,190,-238,6.5,-6.5,-110,-110,223.5,-110,-110,,,,,,,,,,,,,,,,,
5,2022,RegularSeason,11/12/21,8:00 PM ET,Fri,11/12/21 @ 8:00 PM ET,,Final,SAC,103,False,OKC,105,True,/assets/images/nba/logos/SAC.png,/assets/images/nba/logos/OKC.png,,,,,,,"Q1, Q2, Q3, Q4","16, 32, 29, 28","23, 39, 24, 17",1,,,4.5,-4.5,-110,-110,217.5,-110.0,-110.0,,,,,168,-202,5.0,-5.0,-114,-108,219.0,-109,-113,,,,,165,-195,5.0,-5.0,-110,-110,218.5,-115,-105,,,,,172,-205,5.0,-5.0,-110,-110,219.5,-108,-112,,,,,170,-205,5.0,-5.0,-115,-106,219.0,-109,-113,,,,,170,-200,5.0,-5.0,-110,-110,218.5,-110,-110,,,,,165,-195,5.0,-5.0,-110,-110,218.5,-115,-105,,,,,155,-189,4.5,-4.5,-110,-110,218.5,-110,-110,,,,,,,,,,,,,,,,,
6,2022,RegularSeason,11/12/21,8:00 PM ET,Fri,11/12/21 @ 8:00 PM ET,,Final,PHO,119,True,MEM,94,False,/assets/images/nba/logos/PHO.png,/assets/images/nba/logos/MEM.png,,,,,,,"Q1, Q2, Q3, Q4","23, 20, 21, 30","36, 26, 30, 27",1,-116.0,-106.0,-1.0,1.0,-109,-112,,,,,,,,106,-128,2.0,-2.0,-110,-112,222.5,-112,-110,,,,,105,-125,2.0,-2.0,-110,-110,221.5,-115,-105,,,,,106,-124,2.0,-2.0,-110,-110,222.0,-110,-110,,,,,107,-129,2.0,-2.0,-110,-112,222.5,-112,-109,,,,,105,-125,1.5,-1.5,-110,-110,222.5,-110,-110,,,,,110,-130,2.0,-2.0,-110,-110,222.5,-110,-110,,,,,105,-125,1.5,-1.5,-110,-110,222.5,-110,-110,,,,,,,,,,,,,,,,,
7,2022,RegularSeason,11/12/21,8:30 PM ET,Fri,11/12/21 @ 8:30 PM ET,,Final,DAL,123,True,SA,109,False,/assets/images/nba/logos/DAL.png,/assets/images/nba/logos/SA.png,,,,,,,"Q1, Q2, Q3, Q4","22, 35, 20, 32","31, 37, 34, 21",1,,,1.5,-1.5,-110,-110,217.5,-110.0,-110.0,,,,,117,-139,2.5,-2.5,-110,-112,220.5,-112,-109,,,,,125,-145,2.5,-2.5,-110,-110,221.0,-105,-115,,,,,118,-136,2.5,-2.5,-110,-110,220.5,-112,-108,,,,,116,-139,2.5,-2.5,-109,-112,220.5,-112,-109,,,,,120,-140,2.5,-2.5,-110,-110,220.0,-110,-110,,,,,120,-140,2.5,-2.5,-110,-110,220.5,-110,-110,,,,,110,-132,2.5,-2.5,-110,-110,219.5,-110,-110,,,,,,,,,,,,,,,,,
8,2022,RegularSeason,11/12/21,9:00 PM ET,Fri,11/12/21 @ 9:00 PM ET,,Final,ATL,96,False,DEN,105,True,/assets/images/nba/logos/ATL.png,/assets/images/nba/logos/DEN.png,,,,,,,"Q1, Q2, Q3, Q4","32, 17, 30, 26","25, 21, 23, 27",1,-182.0,148.0,-4.5,4.5,-112,-109,,,,,,,,-162,135,-4.0,4.0,-109,-112,214.5,-112,-109,,,,,-155,135,-3.5,3.5,-105,-115,215.0,-110,-110,,,,,-164,136,-3.5,3.5,-110,-110,214.0,-110,-110,,,,,-162,135,-4.0,4.0,-109,-112,214.5,-112,-109,,,,,-160,140,-3.5,3.5,-110,-110,214.0,-110,-110,,,,,-160,135,-3.5,3.5,-105,-115,214.5,-110,-110,,,,,-161,135,-3.5,3.5,-110,-110,215.0,-110,-110,,,,,,,,,,,,,,,,,
9,2022,RegularSeason,11/12/21,10:00 PM ET,Fri,11/12/21 @ 10:00 PM ET,,Final,CHI,93,False,GS,119,True,/assets/images/nba/logos/CHI.png,/assets/images/nba/logos/GS.png,,,,,,,"Q1, Q2, Q3, Q4","23, 28, 35, 33","29, 16, 17, 31",1,,,-4.5,4.5,-110,-110,221.5,-110.0,-110.0,,,,,-223,182,-6.0,6.0,-107,-114,222.5,-112,-110,,,,,-235,190,-5.5,5.5,-115,-105,222.0,-115,-105,,,,,-240,198,-6.0,6.0,-106,-114,222.5,-110,-110,,,,,-220,180,-6.0,6.0,-107,-114,222.5,-112,-109,,,,,-230,190,-5.5,5.5,-110,-110,222.0,-110,-110,,,,,-225,180,-5.5,5.5,-110,-110,222.5,-110,-110,,,,,-222,180,-5.5,5.5,-110,-110,221.5,-110,-110,,,,,,,,,,,,,,,,,
10,2022,RegularSeason,11/12/21,10:30 PM ET,Fri,11/12/21 @ 10:30 PM ET,,Final,MIN,107,True,LAL,83,False,/assets/images/nba/logos/MIN.png,/assets/images/nba/logos/LAL.png,,,,,,,"Q1, Q2, Q3, Q4","26, 23, 12, 22","19, 25, 40, 23",1,,,-4.5,4.5,-110,-110,226.0,-110.0,-110.0,,,,,-129,107,-1.5,1.5,-112,-110,223.0,-112,-109,,,,,-125,105,-1.5,1.5,-110,-110,223.5,-110,-110,,,,,-126,108,-1.5,1.5,-110,-110,223.5,-110,-110,,,,,-129,108,-1.5,1.5,-112,-110,223.0,-112,-109,,,,,-125,105,-2.0,2.0,-110,-110,223.5,-110,-110,,,,,-125,105,-1.5,1.5,-110,-110,223.5,-110,-110,,,,,-125,105,-2.0,2.0,-105,-115,222.5,-110,-110,,,,,,,,,,,,,,,,,
