Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
2018-19-0307,Milwaukee Bucks,Indiana Pacers,222.5,10,-650,450,215,19
2018-19-0307,Portland Trail Blazers,Oklahoma City Thunder,234,3.5,-170,145,250,-8
2018-19-0308,Charlotte Bobcats,Washington Wizards,234,3,-180,150,223,1
2018-19-0308,Orlando Magic,Dallas Mavericks,213.5,5.5,-300,240,217,5
2018-19-0308,Memphis Grizzlies,Utah Jazz,213.5,6.5,170,-200,218,10
2018-19-0308,Miami Heat,Cleveland Cavaliers,213,8.5,-440,340,236,16
2018-19-0308,New Orleans Pelicans,Toronto Raptors,232.5,4,350,-450,231,-23
2018-19-0308,Houston Rockets,Philadelphia 76ers,231.5,6.5,-400,300,198,16
2018-19-0308,Chicago Bulls,Detroit Pistons,218,3,145,-170,216,-8
2018-19-0308,Golden State Warriors,Denver Nuggets,233,5.5,-280,230,227,17
2018-19-0308,Los Angeles Clippers,Oklahoma City Thunder,236,1,-130,110,228,8
2018-19-0309,New York Knicks,Sacramento Kings,228,4.5,200,-250,196,-8
2018-19-0309,Atlanta Hawks,Brooklyn Nets,235,2.5,170,-200,226,-2
2018-19-0309,Minnesota Timberwolves,Washington Wizards,243,6.5,-300,240,265,5
2018-19-0309,Los Angeles Lakers,Boston Celtics,226.5,5.5,255,-320,227,-13
2018-19-0309,Milwaukee Bucks,Charlotte Bobcats,228,13.5,-1000,650,245,17
2018-19-0309,Portland Trail Blazers,Phoenix Suns,229.5,12.5,-1000,650,247,7
2018-19-0310,Detroit Pistons,Chicago Bulls,219,8,-450,350,239,23
2018-19-0310,Miami Heat,Toronto Raptors,216.5,1,-125,105,229,-21
2018-19-0310,Philadelphia 76ers,Indiana Pacers,221,4,-275,225,195,17
2018-19-0310,Atlanta Hawks,New Orleans Pelicans,238.5,1,-120,100,244,12
2018-19-0310,Memphis Grizzlies,Orlando Magic,207.5,2,-110,-110,202,8
2018-19-0310,Dallas Mavericks,Houston Rockets,223.5,8,350,-450,187,-1
2018-19-0310,San Antonio Spurs,Milwaukee Bucks,227.5,2,120,-140,235,7
2018-19-0310,Minnesota Timberwolves,New York Knicks,227,11.5,-275,225,195,11
2018-19-0310,Golden State Warriors,Phoenix Suns,234.5,17,-5000,1500,226,-4
2018-19-0311,Cleveland Cavaliers,Toronto Raptors,222,10.5,350,-450,227,25
2018-19-0311,Washington Wizards,Sacramento Kings,241.5,1,-130,110,236,6
2018-19-0311,Brooklyn Nets,Detroit Pistons,221,2.5,-130,110,178,28
2018-19-0311,Houston Rockets,Charlotte Bobcats,225.5,9,-600,425,224,12
2018-19-0311,Utah Jazz,Oklahoma City Thunder,227.5,4,-170,145,187,-9
2018-19-0311,Los Angeles Clippers,Boston Celtics,226,1.5,110,-130,255,25
2018-19-0312,Indiana Pacers,New York Knicks,212,11.5,-900,600,201,5
2018-19-0312,Philadelphia 76ers,Cleveland Cavaliers,222.5,13.5,-2500,1100,205,7
2018-19-0312,New Orleans Pelicans,Milwaukee Bucks,237.5,9,450,-650,243,-17
2018-19-0312,Chicago Bulls,Los Angeles Lakers,226.5,1,110,-130,230,-16
2018-19-0312,Dallas Mavericks,San Antonio Spurs,218,5,140,-160,217,-7
2018-19-0312,Denver Nuggets,Minnesota Timberwolves,227.5,10,-550,400,240,26
2018-19-0312,Los Angeles Clippers,Portland Trail Blazers,231.5,1.5,150,-180,229,-21
2018-19-0313,Miami Heat,Detroit Pistons,212.5,1.5,-130,110,182,34
2018-19-0313,Washington Wizards,Orlando Magic,226,3,-130,110,190,10
2018-19-0313,Atlanta Hawks,Memphis Grizzlies,221,0,-105,-115,243,21
2018-19-0313,Oklahoma City Thunder,Brooklyn Nets,230.5,7,-280,230,204,12
2018-19-0313,Houston Rockets,Golden State Warriors,230.5,3,-180,150,210,-2
2018-19-0313,Phoenix Suns,Utah Jazz,222.5,7,300,-400,211,-17
2018-19-0314,Orlando Magic,Cleveland Cavaliers,210.5,7,-400,300,211,29
2018-19-0314,Indiana Pacers,Oklahoma City Thunder,222,1,-110,-110,214,2
2018-19-0314,Boston Celtics,Sacramento Kings,228.5,8.5,-380,290,246,6
2018-19-0314,Toronto Raptors,Los Angeles Lakers,231,9.5,-310,250,209,13
2018-19-0314,Utah Jazz,Minnesota Timberwolves,222,7,-420,320,220,20
2018-19-0314,Denver Nuggets,Dallas Mavericks,219,10,-850,575,199,1
2018-19-0315,Detroit Pistons,Los Angeles Lakers,221,10,-1200,750,208,14
2018-19-0315,Philadelphia 76ers,Sacramento Kings,229.5,9,-700,500,237,9
2018-19-0315,Washington Wizards,Charlotte Bobcats,232,4,-155,135,226,-6
2018-19-0315,Houston Rockets,Phoenix Suns,225,14,-1100,700,210,6
2018-19-0315,New Orleans Pelicans,Portland Trail Blazers,235.5,7,340,-440,232,-12
2018-19-0315,Miami Heat,Milwaukee Bucks,221,6,190,-240,211,-15
2018-19-0315,San Antonio Spurs,New York Knicks,216.5,13,-1400,800,192,26
2018-19-0315,Los Angeles Clippers,Chicago Bulls,229,8.5,-425,325,249,7
2018-19-0316,Boston Celtics,Atlanta Hawks,231.5,10.5,-700,500,249,9
2018-19-0316,Washington Wizards,Memphis Grizzlies,224,3.5,-125,105,263,7
2018-19-0316,New Orleans Pelicans,Phoenix Suns,232.5,1,-190,160,274,-2
2018-19-0316,Oklahoma City Thunder,Golden State Warriors,231.5,1,-125,105,198,-22
2018-19-0316,San Antonio Spurs,Portland Trail Blazers,227,1.5,-145,125,211,5
2018-19-0316,Dallas Mavericks,Cleveland Cavaliers,215.5,6.5,-220,180,237,5
2018-19-0316,Denver Nuggets,Indiana Pacers,215,7.5,-310,250,202,2
2018-19-0316,Utah Jazz,Brooklyn Nets,221,8.5,-440,340,212,16
2018-19-0317,New York Knicks,Los Angeles Lakers,219,4,175,-210,247,1
2018-19-0317,Miami Heat,Charlotte Bobcats,215,4,-155,135,168,18
2018-19-0317,Milwaukee Bucks,Philadelphia 76ers,231,6.5,-260,210,255,-5
2018-19-0317,Detroit Pistons,Toronto Raptors,216,0,-110,-110,217,3
2018-19-0317,Orlando Magic,Atlanta Hawks,225,7,-425,325,192,10
2018-19-0317,Sacramento Kings,Chicago Bulls,233,6.5,-280,230,231,27
2018-19-0317,Houston Rockets,Minnesota Timberwolves,227,8,-600,425,219,15
2018-19-0317,Los Angeles Clippers,Brooklyn Nets,231,5.5,-260,210,235,3
2018-19-0318,Cleveland Cavaliers,Detroit Pistons,214,6.5,210,-260,245,7
2018-19-0318,Washington Wizards,Utah Jazz,228.5,4,190,-240,211,-21
2018-19-0318,Boston Celtics,Denver Nuggets,222.5,2.5,-200,170,219,-9
2018-19-0318,Toronto Raptors,New York Knicks,212,13,-1200,750,220,36
2018-19-0318,Oklahoma City Thunder,Miami Heat,210.5,4.5,-240,190,223,-9
2018-19-0318,San Antonio Spurs,Golden State Warriors,225.5,3,130,-150,216,6
2018-19-0318,Dallas Mavericks,New Orleans Pelicans,230,3.5,-210,175,254,-4
2018-19-0318,Phoenix Suns,Chicago Bulls,229,2.5,-140,120,217,-15
2018-19-0318,Portland Trail Blazers,Indiana Pacers,213.5,2.5,-210,175,204,8
2018-19-0319,Charlotte Bobcats,Philadelphia 76ers,223.5,1.5,-120,100,232,-4
2018-19-0319,Atlanta Hawks,Houston Rockets,232.5,8,325,-425,226,-16
2018-19-0319,Minnesota Timberwolves,Golden State Warriors,230.5,6.5,240,-300,224,-10
2018-19-0319,Milwaukee Bucks,Los Angeles Lakers,236.5,13.5,-800,550,216,14
2018-19-0319,Sacramento Kings,Brooklyn Nets,230.5,2.5,-155,135,244,-2
2018-19-0319,Los Angeles Clippers,Indiana Pacers,220,4,-230,185,224,6
2018-19-0320,Cleveland Cavaliers,Milwaukee Bucks,230,10,210,-260,209,5
2018-19-0320,Orlando Magic,New Orleans Pelicans,226,6,-550,400,215,23
2018-19-0320,Philadelphia 76ers,Boston Celtics,226,2,-170,145,233,3
2018-19-0320,New York Knicks,Utah Jazz,211.5,12,800,-1400,253,-21
2018-19-0320,Chicago Bulls,Washington Wizards,234.5,2,150,-180,246,6
2018-19-0320,Memphis Grizzlies,Houston Rockets,217.5,5,210,-260,251,1
2018-19-0320,San Antonio Spurs,Miami Heat,210.5,5.5,-260,210,215,-5
2018-19-0320,Oklahoma City Thunder,Toronto Raptors,225,2.5,-220,180,237,-9
2018-19-0320,Portland Trail Blazers,Dallas Mavericks,217.5,8.5,-600,425,244,8
2018-19-0321,Charlotte Bobcats,Minnesota Timberwolves,222,3,-260,210,219,7
2018-19-0321,Washington Wizards,Denver Nuggets,228.5,5,300,-400,221,-5
2018-19-0321,Atlanta Hawks,Utah Jazz,228,7.5,260,-330,231,3
2018-19-0321,Sacramento Kings,Dallas Mavericks,230.5,6.5,-450,350,216,16
2018-19-0321,Phoenix Suns,Detroit Pistons,218.5,5.5,240,-300,216,-20
2018-19-0321,Golden State Warriors,Indiana Pacers,220.5,11,-700,500,201,23
2018-19-0322,Orlando Magic,Memphis Grizzlies,208.5,5,-700,500,242,4
2018-19-0322,New York Knicks,Denver Nuggets,214.5,11.5,600,-900,204,-18
2018-19-0322,Cleveland Cavaliers,Los Angeles Clippers,228,7,240,-300,218,-2
2018-19-0322,Toronto Raptors,Oklahoma City Thunder,226.5,2.5,-135,115,225,-7
2018-19-0322,Houston Rockets,San Antonio Spurs,220,5.5,-270,220,216,6
2018-19-0322,Milwaukee Bucks,Miami Heat,220,9.5,-340,270,203,29
2018-19-0322,Los Angeles Lakers,Brooklyn Nets,228.5,0,120,-140,217,-5
2018-19-0323,Charlotte Bobcats,Boston Celtics,222,3.5,150,-180,241,7
2018-19-0323,Washington Wizards,Miami Heat,221.5,0,-120,100,221,-5
2018-19-0323,Atlanta Hawks,Philadelphia 76ers,235.5,8,260,-330,256,2
2018-19-0323,Memphis Grizzlies,Minnesota Timberwolves,216.5,1,-115,-105,211,-13
2018-19-0323,Chicago Bulls,Utah Jazz,220.5,10.5,525,-750,197,-31
2018-19-0323,Golden State Warriors,Dallas Mavericks,225.5,16,-1400,800,217,-35
2018-19-0323,Portland Trail Blazers,Detroit Pistons,216.5,4,-240,190,229,5
2018-19-0323,Sacramento Kings,Phoenix Suns,230,9.5,-650,450,215,9
2018-19-0324,New York Knicks,Los Angeles Clippers,222,8.5,350,-450,237,-11
2018-19-0324,Milwaukee Bucks,Cleveland Cavaliers,224,13,-1600,900,232,22
2018-19-0324,Indiana Pacers,Denver Nuggets,212,2.5,105,-125,212,36
2018-19-0324,Toronto Raptors,Charlotte Bobcats,220.5,9,-900,600,229,-1
2018-19-0324,New Orleans Pelicans,Houston Rockets,230.5,7.5,400,-550,203,-23
2018-19-0324,Boston Celtics,San Antonio Spurs,220.5,3,115,-135,211,-19
2018-19-0324,Golden State Warriors,Detroit Pistons,220.5,9,-600,425,235,7
2018-19-0324,Los Angeles Lakers,Sacramento Kings,232.5,1,-110,-110,217,5
2018-19-0325,Orlando Magic,Philadelphia 76ers,219.5,3,-135,115,217,21
2018-19-0325,Memphis Grizzlies,Oklahoma City Thunder,219.5,5,275,-350,218,12
2018-19-0325,Utah Jazz,Phoenix Suns,217.5,15,-1600,900,217,33
2018-19-0325,Portland Trail Blazers,Brooklyn Nets,225.5,5.5,-260,210,292,4
2018-19-0326,Cleveland Cavaliers,Boston Celtics,220,6.5,200,-250,222,-10
2018-19-0326,Charlotte Bobcats,San Antonio Spurs,220.5,3,160,-190,241,9
2018-19-0326,Miami Heat,Orlando Magic,206,4.5,-165,142,203,-5
2018-19-0326,Toronto Raptors,Chicago Bulls,222.5,13,-2000,1000,215,9
2018-19-0326,Minnesota Timberwolves,Los Angeles Clippers,231.5,1.5,130,-150,233,-11
2018-19-0326,New Orleans Pelicans,Atlanta Hawks,240,2,125,-145,250,-10
2018-19-0326,Milwaukee Bucks,Houston Rockets,227,4.5,-145,125,202,14
2018-19-0326,Dallas Mavericks,Sacramento Kings,225.5,3.5,110,-130,246,-4
2018-19-0326,Denver Nuggets,Detroit Pistons,211.5,7,-350,275,187,3
2018-19-0326,Los Angeles Lakers,Washington Wizards,232.5,0,-145,125,230,18
2018-19-0327,Oklahoma City Thunder,Indiana Pacers,216.5,6,-300,240,206,8
2018-19-0327,Memphis Grizzlies,Golden State Warriors,219.5,9.5,425,-600,221,-15
2018-19-0327,Chicago Bulls,Portland Trail Blazers,218,7.5,350,-450,216,-20
2018-19-0327,Phoenix Suns,Washington Wizards,231,2.5,100,-120,245,-3
2018-19-0327,Utah Jazz,Los Angeles Lakers,221,15.5,-2000,1000,215,15
2018-19-0328,Philadelphia 76ers,Brooklyn Nets,230.5,7.5,-320,255,233,13
2018-19-0328,Detroit Pistons,Orlando Magic,206.5,3,-155,135,213,17
2018-19-0328,New York Knicks,Toronto Raptors,217,12,425,-600,209,-25
2018-19-0328,Miami Heat,Dallas Mavericks,208.5,7.5,-270,220,204,6
2018-19-0328,New Orleans Pelicans,Sacramento Kings,239.5,3,215,-265,239,3
2018-19-0328,Milwaukee Bucks,Los Angeles Clippers,232.5,9,-650,450,246,10
2018-19-0328,Houston Rockets,Denver Nuggets,218,4.5,-270,220,197,27
2018-19-0328,San Antonio Spurs,Cleveland Cavaliers,218,13,-1000,650,226,6
2018-19-0329,Boston Celtics,Indiana Pacers,214.5,6.5,-300,240,226,2
2018-19-0329,Atlanta Hawks,Portland Trail Blazers,232.5,4,125,-145,216,-20
2018-19-0329,Oklahoma City Thunder,Denver Nuggets,221,4,-200,170,220,-10
2018-19-0329,Minnesota Timberwolves,Golden State Warriors,230,9.5,450,-650,261,1
2018-19-0329,Utah Jazz,Washington Wizards,226.5,12,-1500,850,252,4
2018-19-0329,Los Angeles Lakers,Charlotte Bobcats,225.5,0,105,-125,244,14
2018-19-0330,Los Angeles Clippers,Cleveland Cavaliers,228.5,11,-399,316,240,24
2018-19-0330,Brooklyn Nets,Boston Celtics,221.5,4.5,-195,166,206,14
2018-19-0330,Houston Rockets,Sacramento Kings,227.5,9,-515,394,227,11
2018-19-0330,Detroit Pistons,Portland Trail Blazers,215,3.5,-203,172,189,9
2018-19-0330,Indiana Pacers,Orlando Magic,204.5,2,-125,105,237,-5
2018-19-0330,New York Knicks,Miami Heat,208.5,7,245,-300,192,-8
2018-19-0330,Minnesota Timberwolves,Philadelphia 76ers,230,4,163,-190,227,-9
2018-19-0330,Chicago Bulls,Toronto Raptors,215,10,410,-540,225,-23
2018-19-0330,Phoenix Suns,Memphis Grizzlies,220,2,110,-130,235,-5
2018-19-0331,Atlanta Hawks,Milwaukee Bucks,235,8.5,115,-135,271,1
2018-19-0331,Oklahoma City Thunder,Dallas Mavericks,224,12,-1100,700,209,-3
2018-19-0331,New Orleans Pelicans,Los Angeles Lakers,235,4,-155,135,232,-28
2018-19-0331,San Antonio Spurs,Sacramento Kings,227,7.5,-650,450,219,-7
2018-19-0331,Denver Nuggets,Washington Wizards,226.5,11,-700,500,185,-5
2018-19-0331,Golden State Warriors,Charlotte Bobcats,229.5,12,-900,600,227,47
2018-19-0331,Los Angeles Clippers,Memphis Grizzlies,221,9,-600,425,209,17
2018-19-0401,Indiana Pacers,Detroit Pistons,206,3.5,-240,190,213,9
2018-19-0401,Boston Celtics,Miami Heat,212.5,6.5,-300,240,215,5
2018-19-0401,Brooklyn Nets,Milwaukee Bucks,226.5,1,-125,105,252,-10
2018-19-0401,Toronto Raptors,Orlando Magic,215.5,7,-275,225,230,12
2018-19-0401,New York Knicks,Chicago Bulls,212.5,2,-165,142,218,8
2018-19-0401,Minnesota Timberwolves,Portland Trail Blazers,223,3,145,-170,254,-10
2018-19-0401,Dallas Mavericks,Philadelphia 76ers,220.5,8.5,180,-220,224,20
2018-19-0401,Utah Jazz,Charlotte Bobcats,218,11.5,-850,575,213,9
2018-19-0401,Phoenix Suns,Cleveland Cavaliers,221.5,1,-130,110,235,9
2018-19-0402,Oklahoma City Thunder,Los Angeles Lakers,224,13,-1200,750,222,16
2018-19-0402,San Antonio Spurs,Atlanta Hawks,227,10,-800,550,228,6
2018-19-0402,Sacramento Kings,Houston Rockets,227,5,200,-250,235,-25
2018-19-0402,Golden State Warriors,Denver Nuggets,220.5,7.5,-425,325,218,14
2018-19-0403,Detroit Pistons,Indiana Pacers,205.5,2,-140,120,197,-19
2018-19-0403,Orlando Magic,New York Knicks,212.5,11.5,-1200,750,214,14
2018-19-0403,Washington Wizards,Chicago Bulls,228,10.5,-550,400,229,-1
2018-19-0403,Atlanta Hawks,Philadelphia 76ers,236.5,3,170,-200,252,8
2018-19-0403,Miami Heat,Boston Celtics,212.5,0,-115,-105,214,-10
2018-19-0403,Brooklyn Nets,Toronto Raptors,227.5,2,110,-130,220,-10
2018-19-0403,New Orleans Pelicans,Charlotte Bobcats,231,3,160,-190,224,-6
2018-19-0403,Dallas Mavericks,Minnesota Timberwolves,223.5,1.5,-145,125,218,-2
2018-19-0403,Denver Nuggets,San Antonio Spurs,213,4.5,-200,170,198,28
2018-19-0403,Phoenix Suns,Utah Jazz,220.5,11,450,-650,215,-21
2018-19-0403,Portland Trail Blazers,Memphis Grizzlies,216,10,-750,525,205,27
2018-19-0403,Los Angeles Clippers,Houston Rockets,229,1,125,-145,238,-32
2018-19-0404,Philadelphia 76ers,Milwaukee Bucks,231.5,4.5,150,-180,250,-6
2018-19-0404,Sacramento Kings,Cleveland Cavaliers,228.5,10,-550,400,221,13
2018-19-0404,Los Angeles Lakers,Golden State Warriors,227,13,800,-1400,198,-18
2018-19-0405,Washington Wizards,San Antonio Spurs,227,4.5,240,-300,241,-17
2018-19-0405,Charlotte Bobcats,Toronto Raptors,223,0,220,-270,224,2
2018-19-0405,Orlando Magic,Atlanta Hawks,226.5,7.5,-425,325,262,36
2018-19-0405,Houston Rockets,New York Knicks,220.5,17.5,-6000,1600,216,24
2018-19-0405,Indiana Pacers,Boston Celtics,215,1.5,-110,-110,214,-20
2018-19-0405,Minnesota Timberwolves,Miami Heat,216.5,1,140,-160,220,2
2018-19-0405,Oklahoma City Thunder,Detroit Pistons,215.5,7.5,-250,200,233,13
2018-19-0405,Dallas Mavericks,Memphis Grizzlies,215,4,-185,155,234,-10
2018-19-0405,Utah Jazz,Sacramento Kings,224,10.5,-600,425,217,21
2018-19-0405,Phoenix Suns,New Orleans Pelicans,232,1.5,120,-140,259,7
2018-19-0405,Golden State Warriors,Cleveland Cavaliers,225,17,-3000,1200,234,6
2018-19-0405,Los Angeles Clippers,Los Angeles Lakers,229.5,12,-800,550,239,-5
2018-19-0405,Denver Nuggets,Portland Trail Blazers,216,5.5,-250,200,229,9
2018-19-0406,Milwaukee Bucks,Brooklyn Nets,233,7,-160,140,261,-5
2018-19-0406,Chicago Bulls,Philadelphia 76ers,226,9,450,-650,212,-20
2018-19-0407,Toronto Raptors,Miami Heat,214.5,6.5,-250,200,226,8
2018-19-0407,Cleveland Cavaliers,San Antonio Spurs,219,9,325,-425,202,-22
2018-19-0407,Minnesota Timberwolves,Oklahoma City Thunder,230,4.5,240,-300,258,-6
2018-19-0407,Detroit Pistons,Charlotte Bobcats,214.5,6,-275,225,195,-13
2018-19-0407,Indiana Pacers,Brooklyn Nets,218,4,-140,120,204,-12
2018-19-0407,Memphis Grizzlies,Dallas Mavericks,210.5,2,-110,-110,256,-2
2018-19-0407,Milwaukee Bucks,Atlanta Hawks,235,10.5,-1000,650,222,8
2018-19-0407,Houston Rockets,Phoenix Suns,222.5,18.5,-8000,1800,262,36
2018-19-0407,Boston Celtics,Orlando Magic,216,5,-170,145,224,-8
2018-19-0407,New York Knicks,Washington Wizards,226,4,150,-180,223,3
2018-19-0407,Golden State Warriors,Los Angeles Clippers,235.5,10.5,-1000,650,235,27
2018-19-0407,Portland Trail Blazers,Denver Nuggets,217.5,1,-450,350,223,7
2018-19-0407,Sacramento Kings,New Orleans Pelicans,235,9,-800,550,262,-4
2018-19-0407,Los Angeles Lakers,Utah Jazz,216.5,11.5,700,-1100,222,4
2018-19-0409,Detroit Pistons,Memphis Grizzlies,209.5,9.5,-1200,750,193,7
2018-19-0409,Cleveland Cavaliers,Charlotte Bobcats,220.5,6,350,-450,221,-27
2018-19-0409,Washington Wizards,Boston Celtics,224.5,4,-200,170,226,-6
2018-19-0409,Miami Heat,Philadelphia 76ers,220,3,-270,220,221,23
2018-19-0409,Chicago Bulls,New York Knicks,215,1.5,-130,110,182,-10
2018-19-0409,Minnesota Timberwolves,Toronto Raptors,229,6.5,275,-350,220,-20
2018-19-0409,New Orleans Pelicans,Golden State Warriors,235,10,375,-500,215,-9
2018-19-0409,Dallas Mavericks,Phoenix Suns,223,7.5,-400,300,229,11
2018-19-0409,Utah Jazz,Denver Nuggets,214.5,2.5,-130,110,226,10
2018-19-0409,Oklahoma City Thunder,Houston Rockets,228,1,130,-150,223,1
2018-19-0409,Los Angeles Lakers,Portland Trail Blazers,224.5,9,375,-500,205,-3
2018-19-0410,Memphis Grizzlies,Golden State Warriors,219,7,175,-210,249,15
2018-19-0410,Milwaukee Bucks,Oklahoma City Thunder,230,2,170,-200,243,-11
2018-19-0410,San Antonio Spurs,Dallas Mavericks,218,13,-1600,900,199,11
2018-19-0410,Philadelphia 76ers,Chicago Bulls,223,8.5,-250,200,234,16
2018-19-0410,Charlotte Bobcats,Orlando Magic,219,1,-180,150,236,-8
2018-19-0410,Atlanta Hawks,Indiana Pacers,225,1.5,-220,180,269,-1
2018-19-0410,Brooklyn Nets,Miami Heat,218,3.5,-200,170,207,19
2018-19-0410,New York Knicks,Detroit Pistons,208,8.5,320,-420,204,-26
2018-19-0410,Denver Nuggets,Minnesota Timberwolves,218.5,12,-1100,700,194,4
2018-19-0410,Portland Trail Blazers,Sacramento Kings,229,7,-150,130,267,5
2018-19-0410,Los Angeles Clippers,Utah Jazz,225,4,-360,280,280,6
2018-19-0413,Philadelphia 76ers,Brooklyn Nets,232,7,-360,280,213,-9
2018-19-0413,Toronto Raptors,Orlando Magic,216,7.5,-500,375,205,-3
2018-19-0413,Golden State Warriors,Los Angeles Clippers,230.5,11,-1600,900,225,17
2018-19-0413,Denver Nuggets,San Antonio Spurs,211.5,5,-270,220,197,-5
2018-19-0414,Boston Celtics,Indiana Pacers,209.5,7,-400,300,158,10
2018-19-0414,Portland Trail Blazers,Oklahoma City Thunder,224,4.5,-150,130,203,5
2018-19-0414,Milwaukee Bucks,Detroit Pistons,219.5,11.5,-2500,1100,207,35
2018-19-0414,Houston Rockets,Utah Jazz,219,5.5,-260,210,212,32
2018-19-0415,Philadelphia 76ers,Brooklyn Nets,226,7.5,-450,350,268,22
2018-19-0415,Golden State Warriors,Los Angeles Clippers,230.5,14.5,-1600,900,266,-4
2018-19-0416,Toronto Raptors,Orlando Magic,210.5,8.5,-800,550,193,29
2018-19-0416,Denver Nuggets,San Antonio Spurs,208.5,5.5,-330,260,219,9
2018-19-0416,Portland Trail Blazers,Oklahoma City Thunder,218,3,-115,-105,208,20
2018-19-0417,Boston Celtics,Indiana Pacers,204,7.5,-350,275,190,8
2018-19-0417,Milwaukee Bucks,Detroit Pistons,210.5,14.5,-3000,1200,219,21
2018-19-0417,Houston Rockets,Utah Jazz,212.5,6.5,-300,240,216,20
2018-19-0418,Brooklyn Nets,Philadelphia 76ers,227,2.5,-105,-115,246,-16
2018-19-0418,San Antonio Spurs,Denver Nuggets,212,2,-190,163,226,10
2018-19-0418,Los Angeles Clippers,Golden State Warriors,237,7.5,384,-500,237,-27
2018-19-0419,Orlando Magic,Toronto Raptors,210,4,184,-220,191,-5
2018-19-0419,Indiana Pacers,Boston Celtics,203.5,2,-135,115,200,-8
2018-19-0419,Oklahoma City Thunder,Portland Trail Blazers,221.5,7,-340,274,228,12
2018-19-0420,Brooklyn Nets,Philadelphia 76ers,233,2,133,-152,220,-4
2018-19-0420,San Antonio Spurs,Denver Nuggets,211,3.5,-165,144,220,-14
2018-19-0420,Detroit Pistons,Milwaukee Bucks,217,8,351,-450,222,-16
2018-19-0420,Utah Jazz,Houston Rockets,216,2.5,-130,110,205,-3
2018-19-0421,Indiana Pacers,Boston Celtics,203,1,140,-160,216,-4
2018-19-0421,Los Angeles Clippers,Golden State Warriors,235,9,384,-500,218,-8
2018-19-0421,Orlando Magic,Toronto Raptors,207,5,192,-230,192,-22
2018-19-0421,Oklahoma City Thunder,Portland Trail Blazers,223.5,6,-235,195,209,-13
2018-19-0422,Detroit Pistons,Milwaukee Bucks,218.5,10.5,614,-900,231,-23
2018-19-0422,Utah Jazz,Houston Rockets,212.5,1,110,-130,198,16
2018-19-0423,Denver Nuggets,San Antonio Spurs,212,5.5,-232,194,198,18
2018-19-0423,Portland Trail Blazers,Oklahoma City Thunder,219.5,3.5,-180,155,233,3
2018-19-0423,Toronto Raptors,Orlando Magic,205,11,-777,550,211,19
2018-19-0423,Philadelphia 76ers,Brooklyn Nets,230,7.5,-415,327,222,22
2018-19-0424,Golden State Warriors,Los Angeles Clippers,235,14,-2600,1198,250,-8
2018-19-0424,Houston Rockets,Utah Jazz,213,8.5,-385,306,193,7
2018-19-0425,San Antonio Spurs,Denver Nuggets,208.5,2.5,-150,130,223,17
2018-19-0426,Los Angeles Clippers,Golden State Warriors,234.5,9,447,-600,239,-19
2018-19-0427,Denver Nuggets,San Antonio Spurs,211,5.5,-265,218,176,4
2018-19-0427,Toronto Raptors,Philadelphia 76ers,222.5,5.5,-290,237,203,13
2018-19-0428,Milwaukee Bucks,Boston Celtics,224,7.5,-410,326,202,-22
2018-19-0428,Golden State Warriors,Houston Rockets,225.5,6.5,-285,234,204,4
2018-19-0429,Toronto Raptors,Philadelphia 76ers,220.5,6.5,-300,245,183,-5
2018-19-0429,Denver Nuggets,Portland Trail Blazers,216.5,3.5,-189,162,234,8
2018-19-0430,Milwaukee Bucks,Boston Celtics,220.5,7.5,-345,278,225,21
2018-19-0430,Golden State Warriors,Houston Rockets,220,6,-240,199,224,6
2018-19-0501,Denver Nuggets,Portland Trail Blazers,217.5,4,-180,155,187,-7
