datetime,HomeTeamProb,AwayTeamProb,AwayTeam,HomeTeam,HomeTeamHasWon,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine
2019-01-28,0.7392090003398959,0.260790999660104,BRK,BOS,True,-400.0,355.0
2019-01-28,0.35400084477102844,0.6459991552289716,DEN,MEM,False,200.0,-220.0
2019-01-28,0.7981543905102968,0.2018456094897032,ATL,LAC,False,-240.0,220.0
2019-01-29,0.3645224847353077,0.6354775152646923,WAS,CLE,True,295.0,-325.0
2019-01-29,0.3854094004544364,0.6145905995455636,OKC,ORL,False,145.0,-155.0
2019-01-29,0.33381871787370904,0.6661812821262909,MIL,DET,False,255.0,-280.0
2019-01-29,0.8776339722440932,0.12236602775590676,CHI,BRK,True,-255.0,235.0
2019-01-29,0.7257492376388909,0.2742507623611091,NOP,HOU,False,-1175.0,975.0
2019-01-29,0.9037891043186926,0.09621089568130736,PHO,SAS,True,-1100.0,900.0
2019-01-29,0.4710423860685752,0.5289576139314247,PHI,LAL,False,275.0,-305.0
2019-01-30,0.3752785729269916,0.6247214270730084,DAL,NYK,False,255.0,-280.0
2019-01-30,0.8680244742219576,0.1319755257780424,CHI,MIA,False,-570.0,480.0
2019-01-30,0.7777041326386885,0.22229586736131146,CHO,BOS,True,-290.0,260.0
2019-01-30,0.4946011291671023,0.5053988708328978,IND,WAS,True,-113.0,103.0
2019-01-30,0.8000038512946338,0.1999961487053662,MEM,MIN,True,-155.0,145.0
2019-01-30,0.5518907090759589,0.44810929092404095,DEN,NOP,False,375.0,-420.0
2019-01-30,0.7186989128533686,0.2813010871466314,ATL,SAC,True,-200.0,185.0
2019-01-30,0.5795965902189162,0.4204034097810838,UTA,POR,True,130.0,-140.0
2019-01-31,0.418901955089566,0.5810980449104339,IND,ORL,True,-150.0,140.0
2019-01-31,0.5704299808154061,0.4295700191845939,DAL,DET,True,-310.0,280.0
2019-01-31,0.5845551363353491,0.4154448636646511,MIL,TOR,False,-132.0,122.0
2019-01-31,0.7185950679053743,0.2814049320946257,BRK,SAS,True,-300.0,270.0
2019-01-31,0.6687182306987457,0.3312817693012543,LAL,LAC,False,113.0,-123.0
2019-01-31,0.751038269015601,0.24896173098439897,PHI,GSW,False,-340.0,310.0
2019-02-01,0.7544541874152287,0.2455458125847713,MEM,CHO,True,-345.0,315.0
2019-02-01,0.20956404943232373,0.7904359505676762,BOS,NYK,False,950.0,-1150.0
2019-02-01,0.44348335143331996,0.5565166485666799,OKC,MIA,False,150.0,-160.0
2019-02-01,0.8659431968594014,0.13405680314059865,ATL,UTA,True,-800.0,635.0
2019-02-01,0.675256248821833,0.32474375117816695,HOU,DEN,True,-160.0,150.0
2019-02-02,0.5799127989286421,0.42008720107135794,LAC,DET,False,-138.0,128.0
2019-02-02,0.35976036722664,0.6402396327733599,MIL,WAS,False,220.0,-240.0
2019-02-02,0.5093519891828191,0.4906480108171809,BRK,ORL,True,-145.0,135.0
2019-02-02,0.8316091441529616,0.1683908558470384,CHI,CHO,True,-290.0,260.0
2019-02-02,0.495707968767328,0.5042920312326721,IND,MIA,False,-130.0,120.0
2019-02-02,0.36724208730904,0.6327579126909599,DAL,CLE,False,190.0,-210.0
2019-02-02,0.7130799090026668,0.2869200909973332,NOP,SAS,True,-570.0,480.0
2019-02-02,0.8579916380806641,0.14200836191933586,LAL,GSW,True,-1450.0,1150.0
2019-02-02,0.5205392316028852,0.4794607683971148,DEN,MIN,False,-118.0,108.0
2019-02-02,0.6919149567549269,0.30808504324507313,HOU,UTA,False,-270.0,248.0
2019-02-02,0.5110611320316533,0.4889388679683467,ATL,PHO,False,-125.0,115.0
2019-02-02,0.38569859937881584,0.6143014006211842,PHI,SAC,True,130.0,-140.0
2019-02-03,0.4979815781810726,0.5020184218189274,MEM,NYK,False,125.0,-135.0
2019-02-03,0.6406261229020415,0.3593738770979585,OKC,BOS,True,-170.0,160.0
2019-02-03,0.7752961502176984,0.2247038497823016,LAC,TOR,True,-440.0,390.0
2019-02-04,0.7550097972620691,0.2449902027379309,ATL,WAS,False,-265.0,245.0
2019-02-04,0.3892937766209374,0.6107062233790626,DEN,DET,True,115.0,-125.0
2019-02-04,0.3576834626835522,0.6423165373164478,MIL,BRK,False,260.0,-290.0
2019-02-04,0.5792047693035319,0.4207952306964681,IND,NOP,False,145.0,-155.0
2019-02-04,0.21852336174410855,0.7814766382558914,HOU,PHO,False,345.0,-385.0
2019-02-04,0.4853446306216562,0.5146553693783438,SAS,SAC,True,115.0,-125.0
2019-02-05,0.6158636883294257,0.3841363116705743,LAC,CHO,False,-155.0,145.0
2019-02-05,0.7420256507813824,0.2579743492186176,LAL,IND,True,120.0,-130.0
2019-02-05,0.20699800352068967,0.7930019964793104,BOS,CLE,False,518.0,-625.0
2019-02-05,0.36212517360320456,0.6378748263967955,DET,NYK,False,140.0,-150.0
2019-02-05,0.4539447726407719,0.5460552273592281,MIN,MEM,True,155.0,-165.0
2019-02-05,0.6468239902936259,0.3531760097063741,TOR,PHI,False,-135.0,125.0
2019-02-05,0.8339489303887349,0.16605106961126515,ORL,OKC,True,-400.0,355.0
2019-02-05,0.8094823452328811,0.1905176547671189,MIA,POR,False,-345.0,315.0
2019-02-06,0.4996603672777531,0.5003396327222469,DEN,BRK,True,145.0,-155.0
2019-02-06,0.8796660648492326,0.1203339351507674,WAS,MIL,True,-705.0,570.0
2019-02-06,0.3438226133981026,0.6561773866018974,NOP,CHI,False,108.0,-118.0
2019-02-06,0.6690295199648536,0.3309704800351464,CHO,DAL,True,-210.0,190.0
2019-02-06,0.910092204547318,0.0899077954526819,PHO,UTA,True,-1300.0,1050.0
2019-02-06,0.4768806071146344,0.5231193928853656,HOU,SAC,False,155.0,-165.0
2019-02-06,0.7934331073380646,0.2065668926619354,SAS,GSW,True,-1400.0,1100.0
2019-02-07,0.5169555833075031,0.4830444166924969,MIN,ORL,True,-155.0,145.0
2019-02-07,0.7321064791693829,0.267893520830617,LAC,IND,True,-255.0,235.0
2019-02-07,0.3084088765897753,0.6915911234102248,TOR,ATL,False,240.0,-260.0
2019-02-07,0.8625372091554305,0.13746279084456947,MEM,OKC,True,-1200.0,1000.0
2019-02-07,0.808888096705722,0.191111903294278,LAL,BOS,False,-400.0,355.0
2019-02-07,0.6571610978272789,0.34283890217272106,SAS,POR,True,-235.0,215.0
2019-02-08,0.8596226229322141,0.14037737706778586,NYK,DET,True,-330.0,300.0
2019-02-08,0.8330992286642892,0.1669007713357108,CLE,WAS,True,-500.0,435.0
2019-02-08,0.6830316906368605,0.3169683093631395,DEN,PHI,True,-255.0,235.0
2019-02-08,0.8493919705793237,0.1506080294206763,CHI,BRK,False,-330.0,300.0
2019-02-08,0.34420169252288924,0.6557983074771108,MIL,DAL,False,210.0,-230.0
2019-02-08,0.12369932196890042,0.8763006780310996,GSW,PHO,False,1400.0,-1800.0
2019-02-08,0.6549737642760153,0.3450262357239847,MIN,NOP,True,-230.0,210.0
2019-02-08,0.6461932343216292,0.3538067656783708,MIA,SAC,True,-155.0,145.0
2019-02-09,0.6738006678082546,0.3261993321917453,SAS,UTA,True,-330.0,300.0
2019-02-09,0.9134657196174374,0.08653428038256261,CLE,IND,True,-1200.0,1000.0
2019-02-09,0.15155031104477462,0.8484496889552253,TOR,NYK,False,900.0,-1100.0
2019-02-09,0.5338452515459916,0.4661547484540084,CHO,ATL,False,115.0,-125.0
2019-02-09,0.44906967117859603,0.5509303288214039,WAS,CHI,False,118.0,-128.0
2019-02-09,0.4555449380605186,0.5444550619394813,NOP,MEM,True,-117.0,107.0
2019-02-09,0.7772621328241534,0.22273786717584665,LAC,BOS,False,-825.0,650.0
2019-02-09,0.6466327291577926,0.3533672708422074,OKC,HOU,False,-135.0,125.0
2019-02-09,0.9022609288128962,0.0977390711871038,ORL,MIL,False,-255.0,235.0
2019-02-10,0.5211742054991987,0.4788257945008013,POR,DAL,True,140.0,-150.0
