date,team,odds
2021-04-16,Chicago,150
2021-04-16,Miami,-260
2021-04-16,Minnesota,215
2021-04-16,Portland,100
2021-04-16,San Antonio,-120
2021-04-16,New York,215
2021-04-16,Dallas,-260
2021-04-17,Utah,-105
2021-04-17,L.A. Lakers,-115
2021-04-17,Cleveland,130
2021-04-17,Chicago,-150
2021-04-17,Detroit,160
2021-04-17,Washington,-180
2021-04-17,Golden State,130
2021-04-17,Boston,-150
2021-04-17,Memphis,300
2021-04-17,Milwaukee,-380
2021-04-17,San Antonio,550
2021-04-17,Phoenix,-800
2021-04-18,New Orleans,-105
2021-04-18,New York,-115
2021-04-18,Indiana,120
2021-04-18,Atlanta,-140
2021-04-18,Brooklyn,-160
2021-04-18,Miami,140
2021-04-18,Portland,-180
2021-04-18,Charlotte,160
2021-04-18,Houston,-110
2021-04-18,Orlando,-110
2021-04-18,Oklahoma City,195
2021-04-18,Toronto,-235
2021-04-18,Sacramento,300
2021-04-18,Dallas,-380
2021-04-18,Minnesota,375
2021-04-18,L.A. Clippers,-500
2021-04-19,Cleveland,-160
2021-04-19,Detroit,140
2021-04-19,Golden State,165
2021-04-19,Philadelphia,-185
2021-04-19,Chicago,165
2021-04-19,Boston,-185
2021-04-19,Phoenix,130
2021-04-19,Milwaukee,-150
2021-04-19,Houston,170
2021-04-19,Miami,-200
2021-04-19,San Antonio,-160
2021-04-19,Indiana,140
2021-04-19,Oklahoma City,600
2021-04-19,Washington,-900
2021-04-19,Memphis,270
2021-04-19,Denver,-340
2021-04-19,Utah,-275
2021-04-19,L.A. Lakers,225
2021-04-20,Charlotte,170
2021-04-20,New York,-200
2021-04-20,Orlando,600
2021-04-20,Atlanta,-900
2021-04-20,Brooklyn,125
2021-04-20,New Orleans,-145
2021-04-20,L.A. Clippers,-220
2021-04-20,Portland,180
2021-04-20,Minnesota,140
2021-04-20,Sacramento,-160
2021-04-21,Oklahoma City,320
2021-04-21,Indiana,-400
2021-04-21,Phoenix,-145
2021-04-21,Philadelphia,125
2021-04-21,Brooklyn,155
2021-04-21,Toronto,-175
2021-04-21,Golden State,-130
2021-04-21,Washington,110
2021-04-21,Chicago,-130
2021-04-21,Cleveland,110
2021-04-21,Utah,-750
2021-04-21,Houston,525
2021-04-21,Atlanta,-120
2021-04-21,New York,100
2021-04-21,Detroit,475
2021-04-21,Dallas,-650
2021-04-21,Miami,-125
2021-04-21,San Antonio,105
2021-04-21,Memphis,-180
2021-04-21,L.A. Clippers,160
2021-04-21,Minnesota,130
2021-04-21,Sacramento,-150
2021-04-21,Denver,-125
2021-04-21,Portland,105
2021-04-22,Phoenix,-125
2021-04-22,Boston,105
2021-04-22,New Orleans,-525
2021-04-22,Orlando,400
2021-04-22,Philadelphia,220
2021-04-22,Milwaukee,-270
2021-04-22,Detroit,240
2021-04-22,San Antonio,-300
2021-04-22,Charlotte,100
2021-04-22,Chicago,-120
2021-04-22,L.A. Lakers,140
2021-04-22,Dallas,-160
2021-04-23,Boston,135
2021-04-23,Brooklyn,-155
2021-04-23,Miami,-270
2021-04-23,Atlanta,220
2021-04-23,L.A. Clippers,-550
2021-04-23,Houston,425
2021-04-23,Cleveland,100
2021-04-23,Charlotte,-120
2021-04-23,Washington,-450
2021-04-23,Oklahoma City,350
2021-04-23,Memphis,155
2021-04-23,Portland,-175
2021-04-23,Denver,-135
2021-04-23,Golden State,115
2021-04-24,Toronto,-110
2021-04-24,New York,-110
2021-04-24,Philadelphia,325
2021-04-24,Milwaukee,-425
2021-04-24,Detroit,155
2021-04-24,Indiana,-175
2021-04-24,San Antonio,130
2021-04-24,New Orleans,-150
2021-04-24,Chicago,165
2021-04-24,Miami,-185
2021-04-24,L.A. Lakers,110
2021-04-24,Dallas,-130
2021-04-24,Minnesota,625
2021-04-24,Utah,-950
2021-04-24,Houston,850
2021-04-24,Denver,-1400
2021-04-25,Boston,-350
2021-04-25,Charlotte,275
2021-04-25,Phoenix,100
2021-04-25,Brooklyn,-120
2021-04-25,Memphis,140
2021-04-25,Portland,-160
2021-04-25,Cleveland,235
2021-04-25,Washington,-290
2021-04-25,Milwaukee,-230
2021-04-25,Atlanta,190
2021-04-25,Indiana,-230
2021-04-25,Orlando,190
2021-04-25,Sacramento,260
2021-04-25,Golden State,-320
2021-04-26,Atlanta,-175
2021-04-26,Detroit,155
2021-04-26,San Antonio,-130
2021-04-26,Washington,110
2021-04-26,L.A. Lakers,-700
2021-04-26,Orlando,500
2021-04-26,Oklahoma City,1000
2021-04-26,Philadelphia,-1700
2021-04-26,Cleveland,550
2021-04-26,Toronto,-800
2021-04-26,Phoenix,-145
2021-04-26,New York,125
2021-04-26,Chicago,190
2021-04-26,Miami,-230
2021-04-26,Utah,-500
2021-04-26,Minnesota,375
2021-04-26,L.A. Clippers,-130
2021-04-26,New Orleans,110
2021-04-26,Memphis,150
2021-04-26,Denver,-170
2021-04-26,Dallas,-250
2021-04-26,Sacramento,210
2021-04-27,Portland,-230
2021-04-27,Indiana,190
2021-04-27,Milwaukee,-450
2021-04-27,Charlotte,350
2021-04-27,Oklahoma City,525
2021-04-27,Boston,-750
2021-04-27,Brooklyn,-210
2021-04-27,Toronto,175
2021-04-27,Minnesota,-140
2021-04-27,Houston,120
2021-04-27,Dallas,150
2021-04-27,Golden State,-170
2021-04-28,Orlando,150
2021-04-28,Cleveland,-170
2021-04-28,Atlanta,265
2021-04-28,Philadelphia,-330
2021-04-28,L.A. Lakers,-115
2021-04-28,Washington,-105
2021-04-28,Chicago,150
2021-04-28,New York,-170
2021-04-28,Charlotte,210
2021-04-28,Boston,-250
2021-04-28,San Antonio,170
2021-04-28,Miami,-200
2021-04-28,New Orleans,145
2021-04-28,Denver,-165
2021-04-28,Portland,105
2021-04-28,Memphis,-125
2021-04-28,Utah,-425
2021-04-28,Sacramento,325
2021-04-28,L.A. Clippers,160
2021-04-28,Phoenix,-180
2021-04-29,Dallas,-320
2021-04-29,Detroit,260
2021-04-29,Brooklyn,-220
2021-04-29,Indiana,180
2021-04-29,Milwaukee,-1200
2021-04-29,Houston,750
2021-04-29,Golden State,-175
2021-04-29,Minnesota,155
2021-04-29,Toronto,167
2021-04-29,Denver,-192
2021-04-29,New Orleans,-425
2021-04-29,Oklahoma City,325
2021-04-30,Atlanta,375
2021-04-30,Philadelphia,-500
2021-04-30,San Antonio,165
2021-04-30,Boston,-185
2021-04-30,Washington,-275
2021-04-30,Cleveland,225
2021-04-30,Orlando,625
2021-04-30,Memphis,-950
2021-04-30,Portland,-140
2021-04-30,Brooklyn,120
2021-04-30,Milwaukee,-125
2021-04-30,Chicago,105
2021-04-30,Utah,145
2021-04-30,Phoenix,-165
2021-04-30,Sacramento,500
2021-04-30,L.A. Lakers,-700
2021-05-01,Detroit,260
2021-05-01,Charlotte,-320
2021-05-01,Golden State,-400
2021-05-01,Houston,320
2021-05-01,Indiana,-300
2021-05-01,Oklahoma City,240
2021-05-01,Miami,-750
2021-05-01,Cleveland,525
2021-05-01,Memphis,-750
2021-05-01,Orlando,525
2021-05-01,New Orleans,-160
2021-05-01,Minnesota,140
2021-05-01,Chicago,190
2021-05-01,Atlanta,-230
2021-05-01,Washington,165
2021-05-01,Dallas,-185
2021-05-01,Denver,180
2021-05-01,L.A. Clippers,-220
2021-05-01,Toronto,230
2021-05-01,Utah,-280
2021-05-02,Brooklyn,115
2021-05-02,Milwaukee,-135
2021-05-02,Portland,-115
2021-05-02,Boston,-105
2021-05-02,New York,-600
2021-05-02,Houston,450
2021-05-02,Phoenix,-1500
2021-05-02,Oklahoma City,900
2021-05-02,Sacramento,220
2021-05-02,Dallas,-270
2021-05-02,Philadelphia,-550
2021-05-02,San Antonio,425
2021-05-02,Miami,-220
2021-05-02,Charlotte,180
2021-05-02,Toronto,400
2021-05-02,L.A. Lakers,-525
2021-05-03,Indiana,160
2021-05-03,Washington,-180
2021-05-03,Orlando,105
2021-05-03,Detroit,-125
2021-05-03,Golden State,105
2021-05-03,New Orleans,-125
2021-05-03,Portland,110
2021-05-03,Atlanta,-130
2021-05-03,Philadelphia,-310
2021-05-03,Chicago,250
2021-05-03,New York,150
2021-05-03,Memphis,-170
2021-05-03,Denver,-170
2021-05-03,L.A. Lakers,150
2021-05-03,San Antonio,260
2021-05-03,Utah,-320
2021-05-04,Phoenix,-1000
2021-05-04,Cleveland,650
2021-05-04,Charlotte,-185
2021-05-04,Detroit,165
2021-05-04,Brooklyn,110
2021-05-04,Milwaukee,-130
2021-05-04,Dallas,-110
2021-05-04,Miami,-110
2021-05-04,Sacramento,-210
2021-05-04,Oklahoma City,175
2021-05-04,Golden State,105
2021-05-04,New Orleans,-125
2021-05-04,Toronto,475
2021-05-04,L.A. Clippers,-650
2021-05-05,Boston,-800
2021-05-05,Orlando,550
2021-05-05,Portland,-800
2021-05-05,Cleveland,550
2021-05-05,Sacramento,215
2021-05-05,Indiana,-260
2021-05-05,Washington,140
2021-05-05,Milwaukee,-160
2021-05-05,Memphis,-160
2021-05-05,Minnesota,140
2021-05-05,Phoenix,-115
2021-05-05,Atlanta,-105
2021-05-05,Philadelphia,-1300
2021-05-05,Houston,800
2021-05-05,San Antonio,220
2021-05-05,Utah,-270
2021-05-05,New York,140
2021-05-05,Denver,-160
2021-05-06,Chicago,-180
2021-05-06,Charlotte,160
2021-05-06,Washington,-120
2021-05-06,Toronto,100
2021-05-06,Brooklyn,-140
2021-05-06,Dallas,120
2021-05-06,Atlanta,-240
2021-05-06,Indiana,200
2021-05-06,Memphis,-450
2021-05-06,Detroit,350
2021-05-06,Oklahoma City,750
2021-05-06,Golden State,-1200
2021-05-06,L.A. Lakers,300
2021-05-06,L.A. Clippers,-380
2021-05-07,New Orleans,425
2021-05-07,Philadelphia,-550
2021-05-07,Boston,-180
2021-05-07,Chicago,160
2021-05-07,Minnesota,275
2021-05-07,Miami,-350
2021-05-07,Houston,1150
2021-05-07,Milwaukee,-2200
2021-05-07,Orlando,260
2021-05-07,Charlotte,-320
2021-05-07,Cleveland,450
2021-05-07,Dallas,-600
2021-05-07,Denver,160
2021-05-07,Utah,-180
2021-05-07,New York,220
2021-05-07,Phoenix,-270
2021-05-07,San Antonio,-185
2021-05-07,Sacramento,165
2021-05-07,L.A. Lakers,275
2021-05-07,Portland,-350
2021-05-08,Detroit,350
2021-05-08,Philadelphia,-450
2021-05-08,Washington,-155
2021-05-08,Indiana,135
2021-05-08,Memphis,-240
2021-05-08,Toronto,200
2021-05-08,Oklahoma City,850
2021-05-08,Golden State,-1400
2021-05-08,Houston,1000
2021-05-08,Utah,-1700
2021-05-08,Brooklyn,-160
2021-05-08,Denver,140
2021-05-08,San Antonio,180
2021-05-08,Portland,-220
2021-05-09,Miami,-105
2021-05-09,Boston,-115
2021-05-09,New York,265
2021-05-09,L.A. Clippers,-330
2021-05-09,Dallas,-600
2021-05-09,Cleveland,450
2021-05-09,New Orleans,130
2021-05-09,Charlotte,-150
2021-05-09,Minnesota,-310
2021-05-09,Orlando,250
2021-05-09,Chicago,-400
2021-05-09,Detroit,320
2021-05-09,Phoenix,-250
2021-05-09,L.A. Lakers,210
2021-05-09,Oklahoma City,350
2021-05-09,Sacramento,-450
2021-05-10,Washington,280
2021-05-10,Atlanta,-360
2021-05-10,Indiana,-450
2021-05-10,Cleveland,350
2021-05-10,New Orleans,375
2021-05-10,Memphis,-500
2021-05-10,Milwaukee,-290
2021-05-10,San Antonio,235
2021-05-10,Utah,-130
2021-05-10,Golden State,110
2021-05-10,Houston,1125
2021-05-10,Portland,-2000
2021-05-11,Denver,-240
2021-05-11,Charlotte,200
2021-05-11,Minnesota,-300
2021-05-11,Detroit,240
2021-05-11,Miami,-120
2021-05-11,Boston,100
2021-05-11,L.A. Clippers,-1200
2021-05-11,Toronto,750
2021-05-11,Dallas,-150
2021-05-11,Memphis,130
2021-05-11,Brooklyn,-185
2021-05-11,Chicago,165
2021-05-11,Philadelphia,-200
2021-05-11,Indiana,170
2021-05-11,Orlando,900
2021-05-11,Milwaukee,-1500
2021-05-11,Oklahoma City,400
2021-05-11,Sacramento,-525
2021-05-11,New York,125
2021-05-11,L.A. Lakers,-145
2021-05-11,Phoenix,-180
2021-05-11,Golden State,160
2021-05-12,Washington,220
2021-05-12,Atlanta,-270
2021-05-12,San Antonio,165
2021-05-12,Brooklyn,-185
2021-05-12,Boston,-245
2021-05-12,Cleveland,205
2021-05-12,New Orleans,350
2021-05-12,Dallas,-450
2021-05-12,Portland,-105
2021-05-12,Utah,-115
2021-05-12,Houston,550
2021-05-12,L.A. Lakers,-800
2021-05-13,Milwaukee,-450
2021-05-13,Indiana,350
2021-05-13,L.A. Clippers,-400
2021-05-13,Charlotte,320
2021-05-13,Orlando,650
2021-05-13,Atlanta,-1000
2021-05-13,Philadelphia,100
2021-05-13,Miami,-120
2021-05-13,San Antonio,170
2021-05-13,New York,-200
2021-05-13,Sacramento,310
2021-05-13,Memphis,-390
2021-05-13,Denver,-130
2021-05-13,Minnesota,110
2021-05-13,Toronto,425
2021-05-13,Chicago,-550
2021-05-13,Portland,115
2021-05-13,Phoenix,-135
2021-05-14,Cleveland,320
2021-05-14,Washington,-400
2021-05-14,Utah,-1600
2021-05-14,Oklahoma City,950
2021-05-14,Orlando,900
2021-05-14,Philadelphia,-1500
2021-05-14,Denver,-380
2021-05-14,Detroit,300
2021-05-14,L.A. Clippers,-310
2021-05-14,Houston,250
2021-05-14,Sacramento,140
2021-05-14,Memphis,-160
2021-05-14,Toronto,1000
2021-05-14,Dallas,-1700
2021-05-14,New Orleans,100
2021-05-14,Golden State,-120
2021-05-15,L.A. Lakers,-400
2021-05-15,Indiana,320
2021-05-15,Chicago,500
2021-05-15,Brooklyn,-700
2021-05-15,Charlotte,190
2021-05-15,New York,-230
2021-05-15,Boston,170
2021-05-15,Minnesota,-200
2021-05-15,Phoenix,-700
2021-05-15,San Antonio,500
2021-05-15,Miami,150
2021-05-15,Milwaukee,-170
2021-05-16,Indiana,-235
2021-05-16,Toronto,195
2021-05-16,Boston,600
2021-05-16,New York,-900
2021-05-16,Charlotte,225
2021-05-16,Washington,-275
2021-05-16,Phoenix,-400
2021-05-16,San Antonio,320
2021-05-16,Memphis,140
2021-05-16,Golden State,-160
2021-05-16,Orlando,195
2021-05-16,Philadelphia,-235
2021-05-16,Cleveland,700
2021-05-16,Brooklyn,-1100
2021-05-16,Houston,240
2021-05-16,Atlanta,-300
2021-05-16,Miami,-145
2021-05-16,Detroit,125
2021-05-16,Denver,310
2021-05-16,Portland,-390
2021-05-16,L.A. Lakers,-270
2021-05-16,New Orleans,220
2021-05-16,Milwaukee,-230
2021-05-16,Chicago,190
2021-05-16,L.A. Clippers,-425
2021-05-16,Oklahoma City,325
2021-05-16,Utah,-800
2021-05-16,Sacramento,550
2021-05-16,Dallas,-250
2021-05-16,Minnesota,210
2021-05-18,Charlotte,105
2021-05-18,Indiana,-125
2021-05-18,Washington,110
2021-05-18,Boston,-130
2021-05-19,San Antonio,160
2021-05-19,Memphis,-180
2021-05-19,Golden State,205
2021-05-19,L.A. Lakers,-245
2021-05-20,Indiana,145
2021-05-20,Washington,-165
2021-05-21,Memphis,175
2021-05-21,Golden State,-210
2021-05-22,Miami,180
2021-05-22,Milwaukee,-220
2021-05-22,Dallas,200
2021-05-22,L.A. Clippers,-240
2021-05-22,Boston,320
2021-05-22,Brooklyn,-400
2021-05-22,Portland,-105
2021-05-22,Denver,-115
2021-05-23,Washington,280
2021-05-23,Philadelphia,-360
2021-05-23,Los Angeles,110
2021-05-23,Phoenix,-130
2021-05-23,Atlanta,-110
2021-05-23,New York,-110
2021-05-23,Memphis,280
2021-05-23,Utah,-360
2021-05-24,Miami,175
2021-05-24,Milwaukee,-210
2021-05-24,Portland,110
2021-05-24,Denver,-130
2021-05-25,Boston,375
2021-05-25,Brooklyn,-500
2021-05-25,Los Angeles,-130
2021-05-25,Phoenix,110
2021-05-25,Dallas,250
2021-05-25,L.A. Clippers,-310
2021-05-26,Washington,290
2021-05-26,Philadelphia,-370
2021-05-26,Atlanta,110
2021-05-26,New York,-130
2021-05-26,Memphis,375
2021-05-26,Utah,-500
2021-05-27,Milwaukee,-115
2021-05-27,Miami,-105
2021-05-27,Phoenix,230
2021-05-27,Los Angeles,-280
2021-05-27,Denver,150
2021-05-27,Portland,-170
2021-05-28,New York,167
2021-05-28,Atlanta,-192
2021-05-28,Brooklyn,-310
2021-05-28,Boston,250
2021-05-28,L.A. Clippers,-145
2021-05-28,Dallas,125
2021-05-29,Milwaukee,-200
2021-05-29,Miami,170
2021-05-29,Denver,175
2021-05-29,Portland,-210
2021-05-29,Philadelphia,-225
2021-05-29,Washington,185
2021-05-29,Utah,-210
2021-05-29,Memphis,175
2021-05-30,New York,170
2021-05-30,Atlanta,-200
2021-05-30,Phoenix,240
2021-05-30,Los Angeles,-300
2021-05-30,Brooklyn,-425
2021-05-30,Boston,325
2021-05-30,L.A. Clippers,-165
2021-05-30,Dallas,145
2021-05-31,Philadelphia,-380
2021-05-31,Washington,300
2021-05-31,Utah,-230
2021-05-31,Memphis,190
2021-06-01,Boston,650
2021-06-01,Brooklyn,-1000
2021-06-01,Portland,110
2021-06-01,Denver,-130
2021-06-01,Los Angeles,170
2021-06-01,Phoenix,-200
2021-06-02,Washington,200
2021-06-02,Philadelphia,-240
2021-06-02,Atlanta,-105
2021-06-02,New York,-115
2021-06-02,Memphis,375
2021-06-02,Utah,-500
2021-06-02,Dallas,265
2021-06-02,L.A. Clippers,-330
2021-06-03,Denver,170
2021-06-03,Portland,-200
2021-06-03,Phoenix,130
2021-06-03,Los Angeles,-150
2021-06-04,L.A. Clippers,-150
2021-06-04,Dallas,130
2021-06-05,Milwaukee,150
2021-06-05,Brooklyn,-170
2021-06-06,Atlanta,167
2021-06-06,Philadelphia,-192
2021-06-06,Dallas,210
2021-06-06,L.A. Clippers,-250
2021-06-07,Milwaukee,-125
2021-06-07,Brooklyn,105
2021-06-07,Denver,200
2021-06-07,Phoenix,-240
2021-06-08,Atlanta,220
2021-06-08,Philadelphia,-270
2021-06-08,L.A. Clippers,125
2021-06-08,Utah,-145
2021-06-09,Denver,180
2021-06-09,Phoenix,-220
2021-06-10,Brooklyn,135
2021-06-10,Milwaukee,-155
2021-06-10,L.A. Clippers,120
2021-06-10,Utah,-140
2021-06-11,Philadelphia,-130
2021-06-11,Atlanta,110
2021-06-11,Phoenix,110
2021-06-11,Denver,-130
2021-06-12,Utah,170
2021-06-12,L.A. Clippers,-200
2021-06-13,Brooklyn,-130
2021-06-13,Milwaukee,110
2021-06-13,Phoenix,-150
2021-06-13,Denver,130
2021-06-14,Philadelphia,-145
2021-06-14,Atlanta,125
2021-06-14,Utah,180
2021-06-14,L.A. Clippers,-220
2021-06-15,Milwaukee,-135
2021-06-15,Brooklyn,115
2021-06-16,Atlanta,230
2021-06-16,Philadelphia,-280
2021-06-16,L.A. Clippers,240
2021-06-16,Utah,-300
2021-06-17,Brooklyn,180
2021-06-17,Milwaukee,-220
2021-06-18,Philadelphia,-145
2021-06-18,Atlanta,125
2021-06-18,Utah,-130
2021-06-18,L.A. Clippers,110
2021-06-19,Milwaukee,110
2021-06-19,Brooklyn,-130
2021-06-20,L.A. Clippers,145
2021-06-20,Phoenix,-165
2021-06-20,Atlanta,240
2021-06-20,Philadelphia,-300
2021-06-22,L.A. Clippers,167
2021-06-22,Phoenix,-192
2021-06-23,Atlanta,275
2021-06-23,Milwaukee,-350
2021-06-24,Phoenix,-115
2021-06-24,L.A. Clippers,-105
2021-06-25,Atlanta,280
2021-06-25,Milwaukee,-360
2021-06-26,Phoenix,-110
2021-06-26,L.A. Clippers,-110
2021-06-27,Milwaukee,-192
2021-06-27,Atlanta,167
2021-06-28,L.A. Clippers,225
2021-06-28,Phoenix,-275
2021-06-29,Milwaukee,-400
2021-06-29,Atlanta,320
2021-06-30,Phoenix,-115
2021-06-30,L.A. Clippers,-105
2021-07-01,Atlanta,165
2021-07-01,Milwaukee,-185
2021-07-03,Milwaukee,135
2021-07-03,Atlanta,-155
2021-07-06,Milwaukee,175
2021-07-06,Phoenix,-210
2021-07-08,Milwaukee,167
2021-07-08,Phoenix,-192
2021-07-11,Phoenix,170
2021-07-11,Milwaukee,-200
2021-07-14,Phoenix,170
2021-07-14,Milwaukee,-200
2021-07-17,Milwaukee,150
2021-07-17,Phoenix,-170
2021-07-20,Phoenix,165
2021-07-20,Milwaukee,-185
2021-10-03,Brooklyn,135
2021-10-03,L.A. Lakers,-155
2021-10-04,Philadelphia,115
2021-10-04,Toronto,-135
2021-10-04,Orlando,235
2021-10-04,Boston,-290
2021-10-04,Atlanta,125
2021-10-04,Miami,-145
2021-10-04,Charlotte,-165
2021-10-04,Oklahoma City,145
2021-10-04,New Orleans,125
2021-10-04,Minnesota,-145
2021-10-04,Utah,-160
2021-10-04,San Antonio,140
2021-10-04,Golden State,120
2021-10-04,Portland,-140
2021-10-04,Phoenix,115
2021-10-04,Sacramento,-135
2021-10-04,Denver,-135
2021-10-04,L.A. Clippers,115
2021-10-05,Indiana,140
2021-10-05,New York,-160
2021-10-05,Washington,100
2021-10-05,Houston,-120
2021-10-05,Cleveland,175
2021-10-05,Chicago,-210
2021-10-05,Milwaukee,215
2021-10-05,Memphis,-260
2021-10-06,L.A. Lakers,130
2021-10-06,Phoenix,-150
2021-10-06,San Antonio,-170
2021-10-06,Detroit,150
2021-10-06,Cleveland,135
2021-10-06,Atlanta,-155
2021-10-06,Orlando,130
2021-10-06,New Orleans,-150
2021-10-06,Utah,180
2021-10-06,Dallas,-220
2021-10-06,Denver,165
2021-10-06,Golden State,-185
2021-10-06,Sacramento,105
2021-10-06,L.A. Clippers,-125
2021-10-07,Memphis,-130
2021-10-07,Charlotte,110
2021-10-07,Toronto,165
2021-10-07,Philadelphia,-185
2021-10-07,Miami,-240
2021-10-07,Houston,200
2021-10-08,Indiana,-170
2021-10-08,Cleveland,150
2021-10-08,Milwaukee,400
2021-10-08,Brooklyn,-525
2021-10-08,New Orleans,275
2021-10-08,Chicago,-350
2021-10-08,Miami,205
2021-10-08,San Antonio,-245
2021-10-08,L.A. Clippers,180
2021-10-08,Dallas,-220
2021-10-08,Minnesota,155
2021-10-08,Denver,-175
2021-10-08,L.A. Lakers,135
2021-10-08,Golden State,-155
2021-10-09,New York,-115
2021-10-09,Washington,-105
2021-10-09,Toronto,130
2021-10-09,Boston,-150
2021-10-09,Atlanta,-125
2021-10-09,Memphis,105
2021-10-10,San Antonio,-135
2021-10-10,Orlando,115
2021-10-10,Chicago,-330
2021-10-10,Cleveland,265
2021-10-10,Oklahoma City,215
2021-10-10,Milwaukee,-260
2021-10-10,Phoenix,-135
2021-10-10,L.A. Lakers,115
2021-10-11,Houston,180
2021-10-11,Toronto,-220
2021-10-11,Charlotte,270
2021-10-11,Miami,-340
2021-10-11,Brooklyn,-280
2021-10-11,Philadelphia,230
2021-10-11,Detroit,200
2021-10-11,Memphis,-240
2021-10-11,New Orleans,280
2021-10-11,Utah,-360
2021-10-11,Sacramento,-300
2021-10-11,Portland,240
2021-10-11,Minnesota,-130
2021-10-11,L.A. Clippers,110
2021-10-12,Toronto,250
2021-10-12,Washington,-310
2021-10-12,Golden State,230
2021-10-12,L.A. Lakers,-280
2021-10-13,Portland,220
2021-10-13,Phoenix,-270
2021-10-13,Dallas,-290
2021-10-13,Charlotte,235
2021-10-13,Memphis,260
2021-10-13,Indiana,-320
2021-10-13,Boston,200
2021-10-13,Orlando,-240
2021-10-13,Detroit,275
2021-10-13,New York,-350
2021-10-13,Denver,-350
2021-10-13,Oklahoma City,275
2021-10-13,Milwaukee,150
2021-10-13,Utah,-170
2021-10-14,Miami,525
2021-10-14,Atlanta,-750
2021-10-14,Minnesota,255
2021-10-14,Brooklyn,-315
2021-10-14,Denver,-200
2021-10-14,Oklahoma City,170
2021-10-14,L.A. Lakers,-145
2021-10-14,Sacramento,125
2021-10-15,Boston,275
2021-10-15,Miami,-350
2021-10-15,Philadelphia,125
2021-10-15,Detroit,-145
2021-10-15,Cleveland,195
2021-10-15,Indiana,-235
2021-10-15,Washington,190
2021-10-15,New York,-230
2021-10-15,Memphis,170
2021-10-15,Chicago,-200
2021-10-15,Dallas,425
2021-10-15,Milwaukee,-550
2021-10-15,Houston,150
2021-10-15,San Antonio,-170
2021-10-15,Portland,290
2021-10-15,Golden State,-370
2021-10-19,Brooklyn,105
2021-10-19,Milwaukee,-125
2021-10-19,Golden State,130
2021-10-19,L.A. Lakers,-150
2021-10-20,Indiana,-125
2021-10-20,Charlotte,105
2021-10-20,Chicago,-220
2021-10-20,Detroit,180
2021-10-20,Washington,120
2021-10-20,Toronto,-140
2021-10-20,Boston,110
2021-10-20,New York,-130
2021-10-20,Cleveland,240
2021-10-20,Memphis,-300
2021-10-20,Houston,205
2021-10-20,Minnesota,-245
2021-10-20,Philadelphia,-165
2021-10-20,New Orleans,145
2021-10-20,Orlando,215
2021-10-20,San Antonio,-260
2021-10-20,Oklahoma City,700
2021-10-20,Utah,-1100
2021-10-20,Denver,210
2021-10-20,Phoenix,-250
2021-10-20,Sacramento,215
2021-10-20,Portland,-260
2021-10-21,Dallas,120
2021-10-21,Atlanta,-140
2021-10-21,Milwaukee,-125
2021-10-21,Miami,105
2021-10-21,L.A. Clippers,140
2021-10-21,Golden State,-160
2021-10-23,Atlanta,-350
2021-10-23,Cleveland,275
2021-10-23,Miami,-175
2021-10-23,Indiana,155
2021-10-23,Dallas,-175
2021-10-23,Toronto,155
2021-10-23,New Orleans,240
2021-10-23,Minnesota,-300
2021-10-23,Detroit,275
2021-10-23,Chicago,-350
2021-10-23,Milwaukee,-250
2021-10-23,San Antonio,210
2021-10-23,Phoenix,130
2021-10-23,Portland,-150
2021-10-23,Memphis,150
2021-10-23,L.A. Clippers,-170
2021-10-25,Milwaukee,-155
2021-10-25,Indiana,135
2021-10-25,Boston,-115
2021-10-25,Charlotte,-105
2021-10-25,Chicago,-145
2021-10-25,Toronto,125
2021-10-25,Orlando,900
2021-10-25,Miami,-1500
2021-10-25,Detroit,450
2021-10-25,Atlanta,-600
2021-10-25,Washington,290
2021-10-25,Brooklyn,-370
2021-10-25,New Orleans,185
2021-10-25,Minnesota,-225
2021-10-25,Cleveland,475
2021-10-25,Denver,-650
2021-10-25,Portland,130
2021-10-25,L.A. Clippers,-150
2021-10-26,Philadelphia,-105
2021-10-26,New York,-115
2021-10-26,Golden State,-500
2021-10-26,Oklahoma City,375
2021-10-26,Houston,500
2021-10-26,Dallas,-700
2021-10-26,L.A. Lakers,120
2021-10-26,San Antonio,-140
2021-10-26,Denver,255
2021-10-26,Utah,-315
2021-10-27,Charlotte,-225
2021-10-27,Orlando,185
2021-10-27,Atlanta,-220
2021-10-27,New Orleans,180
2021-10-27,Indiana,100
2021-10-27,Toronto,-120
2021-10-27,Washington,160
2021-10-27,Boston,-180
2021-10-27,Miami,140
2021-10-27,Brooklyn,-160
2021-10-27,Minnesota,210
2021-10-27,Milwaukee,-250
2021-10-27,L.A. Lakers,-235
2021-10-27,Oklahoma City,195
2021-10-27,Sacramento,275
2021-10-27,Phoenix,-350
2021-10-27,Memphis,115
2021-10-27,Portland,-135
2021-10-27,Cleveland,300
2021-10-27,L.A. Clippers,-380
2021-10-28,Atlanta,-170
2021-10-28,Washington,150
2021-10-28,Detroit,400
2021-10-28,Philadelphia,-525
2021-10-28,Utah,-450
2021-10-28,Houston,350
2021-10-28,New York,100
2021-10-28,Chicago,-120
2021-10-28,San Antonio,210
2021-10-28,Dallas,-250
2021-10-28,Memphis,200
2021-10-28,Golden State,-240
2021-10-29,Orlando,350
2021-10-29,Toronto,-450
2021-10-29,Indiana,320
2021-10-29,Brooklyn,-400
2021-10-29,Charlotte,225
2021-10-29,Miami,-275
