datetime,Season,Type,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayTeamScore,AwayTeamHasWon,HomeTeam,HomeTeamScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,AwayFieldGoalPercentage,HomeFieldGoalPercentage,AwayThreePointPercentage,HomeThreePointPercentage,AwayTurnovers,HomeTurnovers,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
2019-11-15,2020,RegularSeason,11/15/19,8:00 PM ET,Fri,11/15/19 @ 8:00 PM ET,,Final,UTA,106,False,MEM,107,True,/assets/images/nba/logos/UTA.png,/assets/images/nba/logos/MEM.png,,,,,,,"Q1, Q2, Q3, Q4","23, 30, 24, 30","26, 22, 31, 27",2,250.0,-320.0,7.5,-7.5,-110,100,215.0,-105.0,-115.0,,,,,255.0,-319.0,7.5,-7.5,-110.0,-110.0,215.5,-110.0,-110.0,,,,,255.0,-315.0,7.5,-7.5,-110.0,-110.0,215.5,-110.0,-110.0,,,,,260.0,-330.0,7.5,-7.5,-110.0,-110.0,215.5,-110.0,-110.0,,,,,255.0,-315.0,7.5,-7.5,-110.0,-110.0,215.5,-110.0,-109.0,,,,,,,,,,,,,,,,,,255.0,-330.0,7.5,-7.5,100.0,-110.0,215.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,2020,RegularSeason,11/15/19,8:00 PM ET,Fri,11/15/19 @ 8:00 PM ET,,F/OT,PHI,119,False,OKC,127,True,/assets/images/nba/logos/PHI.png,/assets/images/nba/logos/OKC.png,,,,,,,"Q1, Q2, Q3, Q4, OT","24, 30, 26, 27, 20","29, 20, 34, 24, 12",2,124.0,-146.0,2.5,-2.5,100,-120,214.5,-110.0,-110.0,,,,,135.0,-162.0,3.5,-3.5,-110.0,-111.0,214.0,-112.0,-110.0,,,,,135.0,-162.0,3.5,-3.5,-109.0,-112.0,213.5,-112.0,-109.0,,,,,142.0,-166.0,3.5,-3.5,-110.0,-110.0,214.5,-105.0,-115.0,,,,,135.0,-162.0,3.5,-3.5,-109.0,-112.0,213.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,,,3.5,-3.5,-105.0,-105.0,214.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,2020,RegularSeason,11/15/19,8:00 PM ET,Fri,11/15/19 @ 8:00 PM ET,,Final,WAS,137,True,MIN,116,False,/assets/images/nba/logos/WAS.png,/assets/images/nba/logos/MIN.png,,,,,,,"Q1, Q2, Q3, Q4","30, 43, 19, 24","39, 37, 26, 35",2,-310.0,240.0,-7.0,7.0,-105,-105,238.5,-110.0,-110.0,,,,,-233.0,191.0,-5.5,5.5,-110.0,-110.0,239.0,-112.0,-110.0,,,,,-230.0,190.0,-5.5,5.5,-110.0,-110.0,239.0,-112.0,-109.0,,,,,-250.0,205.0,-5.5,5.5,-110.0,-110.0,239.5,100.0,-120.0,,,,,-230.0,190.0,-5.5,5.5,-110.0,-110.0,239.0,-112.0,-109.0,,,,,,,,,,,,,,,,,,-240.0,190.0,-5.5,5.5,-110.0,100.0,239.0,-105.0,-115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,2020,RegularSeason,11/15/19,8:00 PM ET,Fri,11/15/19 @ 8:00 PM ET,,Final,IND,102,False,HOU,111,True,/assets/images/nba/logos/IND.png,/assets/images/nba/logos/HOU.png,,,,,,,"Q1, Q2, Q3, Q4","26, 28, 26, 31","22, 27, 30, 23",2,-310.0,250.0,-7.5,7.5,-110,-110,,,,,,,,-251.0,204.0,-6.5,6.5,-110.0,-110.0,226.0,-112.0,-110.0,,,,,-250.0,205.0,-6.5,6.5,-110.0,-110.0,226.0,-112.0,-109.0,,,,,-270.0,215.0,-5.5,5.5,-120.0,100.0,226.0,-110.0,-110.0,,,,,-250.0,205.0,-6.5,6.5,-110.0,-110.0,226.0,-112.0,-109.0,,,,,,,,,,,,,,,,,,-260.0,205.0,-6.0,6.0,-110.0,100.0,226.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,2020,RegularSeason,11/15/19,7:00 PM ET,Fri,11/15/19 @ 7:00 PM ET,,Final,DET,106,False,CHA,109,True,/assets/images/nba/logos/DET.png,/assets/images/nba/logos/CHA.png,,,,,,,"Q1, Q2, Q3, Q4","25, 26, 32, 26","35, 30, 18, 23",2,125.0,-145.0,3.0,-3.0,-105,-105,219.0,-110.0,-110.0,,,,,141.0,-167.0,3.5,-3.5,-110.0,-112.0,220.0,-113.0,-108.0,,,,,143.0,-167.0,3.5,-3.5,-109.0,-112.0,220.0,-113.0,-108.0,,,,,144.0,-168.0,3.5,-3.5,-110.0,-110.0,220.5,-110.0,-110.0,,,,,143.0,-167.0,3.5,-3.5,-109.0,-112.0,220.0,-113.0,-108.0,,,,,,,,,,,,,,,,,,140.0,-165.0,3.5,-3.5,-105.0,-105.0,220.5,-115.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,2020,RegularSeason,11/15/19,7:00 PM ET,Fri,11/15/19 @ 7:00 PM ET,,Final,SA,109,False,ORL,111,True,/assets/images/nba/logos/SA.png,/assets/images/nba/logos/ORL.png,,,,,,,"Q1, Q2, Q3, Q4","24, 23, 32, 32","31, 25, 26, 27",2,-150.0,130.0,-3.0,3.0,-105,-105,212.5,-115.0,-105.0,,,,,-148.0,124.0,-2.5,2.5,-112.0,-109.0,211.5,-112.0,-110.0,,,,,-148.0,125.0,-2.5,2.5,-112.0,-109.0,211.5,-112.0,-109.0,,,,,-136.0,116.0,-2.5,2.5,-110.0,-110.0,211.5,-110.0,-110.0,,,,,-148.0,125.0,-2.5,2.5,-112.0,-109.0,211.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-145.0,125.0,-2.5,2.5,-105.0,-105.0,211.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,10:30 PM ET,Sat,11/16/19 @ 10:30 PM ET,,Final,ATL,101,False,LAC,150,True,/assets/images/nba/logos/ATL.png,/assets/images/nba/logos/LAC.png,,,,,,,"Q1, Q2, Q3, Q4","43, 31, 38, 38","30, 32, 20, 19",1,,,-13.0,13.0,-110,100,227.5,-115.0,-105.0,,,,,-477.0,364.0,-9.5,9.5,-113.0,-107.0,224.0,-113.0,-108.0,,,,,-480.0,370.0,-9.5,9.5,-113.0,-107.0,224.0,-113.0,-108.0,,,,,-420.0,320.0,-9.0,9.0,-110.0,-110.0,223.5,-110.0,-110.0,,,,,-480.0,370.0,-9.5,9.5,-113.0,-107.0,224.0,-113.0,-108.0,,,,,,,,,,,,,,,,,,-490.0,360.0,-9.0,9.0,-105.0,-105.0,223.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,8:30 PM ET,Sat,11/16/19 @ 8:30 PM ET,,Final,POR,121,True,SA,116,False,/assets/images/nba/logos/POR.png,/assets/images/nba/logos/SA.png,,,,,,,"Q1, Q2, Q3, Q4","23, 35, 38, 20","41, 25, 24, 31",1,,,-2.5,2.5,-105,-105,227.0,-110.0,-110.0,,,,,-119.0,100.0,-1.0,1.0,-110.0,-111.0,226.5,-112.0,-109.0,,,,,-114.0,-107.0,-1.0,1.0,-109.0,-112.0,226.5,-112.0,-109.0,,,,,-120.0,102.0,-1.5,1.5,-110.0,-110.0,225.5,-110.0,-110.0,,,,,-114.0,-107.0,-1.0,1.0,-109.0,-112.0,226.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-120.0,100.0,-1.0,1.0,-110.0,100.0,225.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,6:00 PM ET,Sat,11/16/19 @ 6:00 PM ET,,Final,BKN,117,True,CHI,111,False,/assets/images/nba/logos/BKN.png,/assets/images/nba/logos/CHI.png,,,,,,,"Q1, Q2, Q3, Q4","19, 37, 22, 33","30, 20, 24, 43",1,,,-1.0,1.0,-105,-105,231.5,-110.0,-110.0,,,,,-179.0,149.0,-4.0,4.0,-115.0,-106.0,226.5,-112.0,-109.0,,,,,-180.0,150.0,-4.0,4.0,-115.0,-106.0,226.5,-112.0,-109.0,,,,,-172.0,146.0,-3.5,3.5,-110.0,-110.0,226.5,-110.0,-110.0,,,,,-180.0,150.0,-4.0,4.0,-115.0,-106.0,226.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-180.0,150.0,-4.0,4.0,-105.0,-105.0,226.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,7:00 PM ET,Sat,11/16/19 @ 7:00 PM ET,,Final,MIL,102,True,IND,83,False,/assets/images/nba/logos/MIL.png,/assets/images/nba/logos/IND.png,,,,,,,"Q1, Q2, Q3, Q4","22, 14, 27, 20","26, 23, 22, 31",1,,,5.0,-5.0,-105,-105,227.5,-105.0,-115.0,,,,,282.0,-358.0,8.0,-8.0,-110.0,-110.0,220.0,-112.0,-109.0,,,,,285.0,-360.0,8.0,-8.0,-110.0,-110.0,220.0,-112.0,-109.0,,,,,280.0,-350.0,8.5,-8.5,-120.0,100.0,220.0,-110.0,-110.0,,,,,285.0,-360.0,8.0,-8.0,-110.0,-110.0,220.0,-112.0,-109.0,,,,,,,,,,,,,,,,,,265.0,-350.0,7.5,-7.5,-105.0,-105.0,220.5,-105.0,-115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,7:30 PM ET,Sat,11/16/19 @ 7:30 PM ET,,Final,CHA,103,True,NY,102,False,/assets/images/nba/logos/CHA.png,/assets/images/nba/logos/NY.png,,,,,,,"Q1, Q2, Q3, Q4","23, 32, 21, 26","20, 27, 28, 28",1,,,-4.0,4.0,105,-115,211.5,-110.0,-110.0,,,,,-163.0,134.0,-3.5,3.5,-112.0,-109.0,213.5,-112.0,-109.0,,,,,-157.0,128.0,-3.5,3.5,-112.0,-109.0,213.5,-112.0,-109.0,,,,,-180.0,154.0,-3.5,3.5,-120.0,100.0,212.0,-110.0,-110.0,,,,,-157.0,128.0,-3.5,3.5,-112.0,-109.0,213.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-180.0,150.0,-4.0,4.0,-105.0,-105.0,213.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,8:00 PM ET,Sat,11/16/19 @ 8:00 PM ET,,Final,NO,94,False,MIA,109,True,/assets/images/nba/logos/NO.png,/assets/images/nba/logos/MIA.png,,,,,,,"Q1, Q2, Q3, Q4","29, 25, 24, 31","22, 27, 16, 29",1,-350.0,280.0,-8.0,8.0,-110,-110,,,,,,,,-365.0,289.0,-8.0,8.0,-110.0,-110.0,225.5,-112.0,-109.0,,,,,-375.0,300.0,-8.0,8.0,-110.0,-110.0,225.5,-112.0,-109.0,,,,,-340.0,270.0,-8.0,8.0,-110.0,-110.0,226.0,-110.0,-110.0,,,,,-375.0,300.0,-8.0,8.0,-110.0,-110.0,225.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-340.0,260.0,-8.0,8.0,-105.0,-105.0,226.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,8:00 PM ET,Sat,11/16/19 @ 8:00 PM ET,,Final,HOU,125,True,MIN,105,False,/assets/images/nba/logos/HOU.png,/assets/images/nba/logos/MIN.png,,,,,,,"Q1, Q2, Q3, Q4","30, 32, 23, 20","31, 33, 29, 32",1,102.0,-120.0,1.5,-1.5,-110,-110,,,,,,,,-137.0,112.0,-2.5,2.5,-112.0,-109.0,230.0,-112.0,-109.0,,,,,-137.0,112.0,-2.5,2.5,-112.0,-109.0,230.0,-112.0,-109.0,,,,,-136.0,116.0,-2.5,2.5,-110.0,-110.0,230.5,-110.0,-110.0,,,,,-137.0,112.0,-2.5,2.5,-112.0,-109.0,230.0,-112.0,-109.0,,,,,,,,,,,,,,,,,,-140.0,120.0,-2.0,2.0,-110.0,100.0,231.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,2020,RegularSeason,11/16/19,8:30 PM ET,Sat,11/16/19 @ 8:30 PM ET,,Final,TOR,102,False,DAL,110,True,/assets/images/nba/logos/TOR.png,/assets/images/nba/logos/DAL.png,,,,,,,"Q1, Q2, Q3, Q4","32, 21, 25, 32","22, 38, 17, 25",1,,,-3.0,3.0,-105,-105,218.5,-105.0,-115.0,,,,,-186.0,155.0,-4.5,4.5,-112.0,-109.0,217.5,-112.0,-109.0,,,,,-186.0,155.0,-4.5,4.5,-112.0,-109.0,217.5,-112.0,-109.0,,,,,-186.0,158.0,-4.5,4.5,-110.0,-110.0,217.5,-110.0,-110.0,,,,,-186.0,155.0,-4.5,4.5,-112.0,-109.0,217.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-185.0,155.0,-4.5,4.5,-105.0,-105.0,218.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,2020,RegularSeason,11/17/19,3:00 PM ET,Sun,11/17/19 @ 3:00 PM ET,,Final,PHI,114,True,CLE,95,False,/assets/images/nba/logos/PHI.png,/assets/images/nba/logos/CLE.png,,,,,,,"Q1, Q2, Q3, Q4","22, 22, 25, 26","33, 35, 27, 19",1,,,7.0,-7.0,-105,-105,215.5,-110.0,-110.0,,,,,234.0,-286.0,7.0,-7.0,-110.0,-110.0,216.5,-110.0,-110.0,,,,,235.0,-286.0,7.0,-7.0,-110.0,-110.0,216.5,-110.0,-110.0,,,,,245.0,-300.0,6.5,-6.5,100.0,-120.0,216.0,-110.0,-110.0,,,,,235.0,-286.0,7.0,-7.0,-110.0,-109.0,216.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,7.0,-7.0,-105.0,-105.0,216.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,2020,RegularSeason,11/17/19,6:00 PM ET,Sun,11/17/19 @ 6:00 PM ET,,Final,DEN,131,True,MEM,114,False,/assets/images/nba/logos/DEN.png,/assets/images/nba/logos/MEM.png,,,,,,,"Q1, Q2, Q3, Q4","32, 17, 31, 34","28, 44, 36, 23",1,,,7.0,-7.0,-105,-105,212.0,-110.0,-110.0,,,,,194.0,-242.0,6.0,-6.0,-110.0,-110.0,215.0,-112.0,-109.0,,,,,188.0,-235.0,6.0,-6.0,-110.0,-110.0,215.0,-112.0,-109.0,,,,,225.0,-275.0,6.5,-6.5,-110.0,-110.0,214.5,-110.0,-110.0,,,,,188.0,-235.0,6.0,-6.0,-110.0,-110.0,215.0,-112.0,-109.0,,,,,,,,,,,,,,,,,,215.0,-270.0,6.5,-6.5,-105.0,-105.0,214.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,2020,RegularSeason,11/17/19,9:30 PM ET,Sun,11/17/19 @ 9:30 PM ET,,Final,ATL,101,False,LAL,122,True,/assets/images/nba/logos/ATL.png,/assets/images/nba/logos/LAL.png,,,,,,,"Q1, Q2, Q3, Q4","36, 33, 27, 26","24, 17, 36, 24",1,,,-14.0,14.0,-105,-105,218.5,-110.0,-110.0,,,,,-1605.0,812.0,-14.0,14.0,-118.0,-117.0,221.0,-115.0,-120.0,,,,,-1667.0,800.0,-14.0,14.0,-118.0,-117.0,221.0,-115.0,-120.0,,,,,-1300.0,890.0,-14.5,14.5,-110.0,-110.0,220.5,-120.0,100.0,,,,,-1667.0,800.0,-14.0,14.0,-118.0,-117.0,221.0,-115.0,-120.0,,,,,,,,,,,,,,,,,,-1276.0,800.0,-14.5,14.5,-105.0,-105.0,220.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,2020,RegularSeason,11/17/19,3:30 PM ET,Sun,11/17/19 @ 3:30 PM ET,,Final,BOS,99,False,SAC,100,True,/assets/images/nba/logos/BOS.png,/assets/images/nba/logos/SAC.png,,,,,,,"Q1, Q2, Q3, Q4","30, 20, 21, 29","18, 28, 29, 24",1,,,3.5,-3.5,-105,-105,217.5,-110.0,-110.0,,,,,124.0,-148.0,2.5,-2.5,-109.0,-112.0,215.0,-112.0,-109.0,,,,,125.0,-148.0,2.5,-2.5,-109.0,-112.0,215.0,-112.0,-109.0,,,,,116.0,-136.0,2.5,-2.5,-110.0,-110.0,214.5,-105.0,-115.0,,,,,125.0,-148.0,2.5,-2.5,-109.0,-112.0,215.0,-112.0,-109.0,,,,,,,,,,,,,,,,,,130.0,-150.0,3.0,-3.0,-105.0,-105.0,215.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,2020,RegularSeason,11/17/19,6:00 PM ET,Sun,11/17/19 @ 6:00 PM ET,,Final,WAS,121,False,ORL,125,True,/assets/images/nba/logos/WAS.png,/assets/images/nba/logos/ORL.png,,,,,,,"Q1, Q2, Q3, Q4","29, 32, 27, 37","22, 30, 25, 44",1,,,-6.5,6.5,-115,105,222.0,-105.0,-115.0,,,,,-235.0,193.0,-6.0,6.0,-109.0,-112.0,225.5,-112.0,-109.0,,,,,-235.0,195.0,-6.0,6.0,-109.0,-112.0,225.5,-112.0,-109.0,,,,,-245.0,200.0,-6.0,6.0,-110.0,-110.0,226.5,-125.0,105.0,,,,,-235.0,195.0,-6.0,6.0,-108.0,-112.0,225.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-240.0,190.0,-5.5,5.5,-110.0,100.0,226.5,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,2020,RegularSeason,11/17/19,7:00 PM ET,Sun,11/17/19 @ 7:00 PM ET,,Final,GS,100,False,NO,108,True,/assets/images/nba/logos/GS.png,/assets/images/nba/logos/NO.png,,,,,,,"Q1, Q2, Q3, Q4","26, 29, 21, 32","23, 26, 20, 31",1,-195.0,140.0,-4.5,4.5,-120,-117,,,,,,,,-177.0,133.0,-4.0,4.0,-120.0,-117.0,227.0,-120.0,-117.0,,,,,-180.0,132.0,-4.0,4.0,-120.0,-117.0,227.0,-120.0,-117.0,,,,,-166.0,140.0,-4.0,4.0,-110.0,-110.0,226.5,-120.0,100.0,,,,,-180.0,132.0,-4.0,4.0,-120.0,-117.0,227.0,-120.0,-117.0,,,,,,,,,,,,,,,,,,-170.0,145.0,-3.5,3.5,-110.0,100.0,226.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,2020,RegularSeason,11/18/19,7:30 PM ET,Mon,11/18/19 @ 7:30 PM ET,,Final,CHA,96,False,TOR,132,True,/assets/images/nba/logos/CHA.png,/assets/images/nba/logos/TOR.png,,,,,,,"Q1, Q2, Q3, Q4","26, 34, 32, 40","25, 31, 18, 22",1,,,-9.5,9.5,-110,100,215.5,-110.0,-110.0,,,,,-414.0,320.0,-8.5,8.5,-110.0,-110.0,214.5,-113.0,-108.0,,,,,-420.0,330.0,-8.5,8.5,-110.0,-110.0,214.5,-113.0,-108.0,,,,,-410.0,320.0,-8.5,8.5,-110.0,-110.0,214.5,-110.0,-110.0,,,,,-420.0,330.0,-8.5,8.5,-110.0,-110.0,214.5,-113.0,-108.0,,,,,,,,,,,,,,,,,,-390.0,295.0,-8.5,8.5,-105.0,-105.0,214.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,2020,RegularSeason,11/18/19,9:00 PM ET,Mon,11/18/19 @ 9:00 PM ET,,Final,BOS,99,True,PHO,85,False,/assets/images/nba/logos/BOS.png,/assets/images/nba/logos/PHO.png,,,,,,,"Q1, Q2, Q3, Q4","22, 20, 23, 20","26, 31, 23, 19",1,,,-3.5,3.5,100,-110,227.5,-110.0,-110.0,,,,,-140.0,118.0,-2.5,2.5,-112.0,-109.0,226.5,-112.0,-109.0,,,,,-141.0,120.0,-2.5,2.5,-112.0,-109.0,226.5,-112.0,-109.0,,,,,-122.0,104.0,-2.0,2.0,-110.0,-110.0,226.0,-110.0,-110.0,,,,,-141.0,120.0,-2.5,2.5,-112.0,-109.0,226.5,-112.0,-109.0,,,,,,,,,,,,,,,,,,-135.0,115.0,-2.5,2.5,-105.0,-105.0,226.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,2020,RegularSeason,11/18/19,8:00 PM ET,Mon,11/18/19 @ 8:00 PM ET,,Final,MIL,115,True,CHI,101,False,/assets/images/nba/logos/MIL.png,/assets/images/nba/logos/CHI.png,,,,,,,"Q1, Q2, Q3, Q4","26, 30, 25, 20","29, 31, 24, 31",1,,,6.0,-6.0,105,-115,230.0,-110.0,-110.0,,,,,290.0,-367.0,8.5,-8.5,-112.0,-108.0,231.5,-113.0,-108.0,,,,,290.0,-360.0,8.5,-8.5,-112.0,-109.0,231.5,-113.0,-108.0,,,,,300.0,-380.0,8.5,-8.5,-110.0,-110.0,231.0,-110.0,-110.0,,,,,290.0,-360.0,8.5,-8.5,-112.0,-108.0,231.5,-113.0,-108.0,,,,,,,,,,,,,,,,,,290.0,-380.0,8.5,-8.5,-110.0,100.0,231.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,2020,RegularSeason,11/18/19,9:00 PM ET,Mon,11/18/19 @ 9:00 PM ET,,Final,MIN,112,True,UTA,102,False,/assets/images/nba/logos/MIN.png,/assets/images/nba/logos/UTA.png,,,,,,,"Q1, Q2, Q3, Q4","32, 24, 22, 24","36, 23, 17, 36",1,-500.0,390.0,-10.0,10.0,-110,-110,,,,,,,,-455.0,353.0,-9.5,9.5,-110.0,-110.0,219.5,-108.0,-113.0,,,,,-455.0,360.0,-9.5,9.5,-110.0,-110.0,219.5,-108.0,-113.0,,,,,-460.0,360.0,-9.5,9.5,-110.0,-110.0,219.5,-105.0,-120.0,,,,,-455.0,360.0,-9.5,9.5,-110.0,-110.0,219.5,-108.0,-113.0,,,,,,,,,,,,,,,,,,-460.0,340.0,-9.5,9.5,-105.0,-105.0,219.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,2020,RegularSeason,11/18/19,10:30 PM ET,Mon,11/18/19 @ 10:30 PM ET,,Final,OKC,88,False,LAC,90,True,/assets/images/nba/logos/OKC.png,/assets/images/nba/logos/LAC.png,,,,,,,"Q1, Q2, Q3, Q4","23, 19, 24, 24","17, 30, 17, 24",1,-375.0,297.0,-8.5,8.5,-110,-110,,,,,,,,-340.0,272.0,-7.5,7.5,-110.0,-110.0,221.5,-112.0,-109.0,,,,,-335.0,270.0,-7.5,7.5,-110.0,-110.0,221.5,-112.0,-109.0,,,,,-350.0,280.0,-7.5,7.5,-110.0,-110.0,221.5,-105.0,-115.0,,,,,-335.0,270.0,-7.5,7.5,-110.0,-110.0,221.5,-112.0,-108.0,,,,,,,,,,,,,,,,,,-360.0,280.0,-7.5,7.5,-105.0,-105.0,221.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,2020,RegularSeason,11/18/19,7:30 PM ET,Mon,11/18/19 @ 7:30 PM ET,,Final,IND,115,True,BKN,86,False,/assets/images/nba/logos/IND.png,/assets/images/nba/logos/BKN.png,,,,,,,"Q1, Q2, Q3, Q4","18, 17, 33, 18","18, 41, 25, 31",1,-180.0,150.0,-4.5,4.5,-112,-109,,,,,,,,-137.0,115.0,-2.5,2.5,-112.0,-110.0,214.0,-112.0,-109.0,,,,,-136.0,114.0,-2.5,2.5,-112.0,-109.0,214.0,-112.0,-109.0,,,,,-138.0,118.0,-2.5,2.5,-110.0,-110.0,213.5,-115.0,-105.0,,,,,-136.0,114.0,-2.5,2.5,-112.0,-109.0,214.0,-112.0,-109.0,,,,,,,,,,,,,,,,,,-140.0,120.0,-2.5,2.5,-105.0,-105.0,214.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
