,Season,Type,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayTeamScore,AwayTeamHasWon,HomeTeam,HomeTeamScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,AwayFieldGoalPercentage,HomeFieldGoalPercentage,AwayThreePointPercentage,HomeThreePointPercentage,AwayTurnovers,HomeTurnovers,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
0,2019,RegularSeason,3/26/19,7:00 PM ET,Tue,3/26/19 @ 7:00 PM ET,,Final,BOS,116,True,CLE,106,False,/assets/images/nba/logos/BOS.png,/assets/images/nba/logos/CLE.png,,,,,,,"Q1, Q2, Q3, Q4","27, 24, 30, 25","32, 25, 31, 28",2,220,-270,6.5,-6.5,-110,-110,,,,,,,,190,-230,5.5,-5.5,-110,-110,216.5,,,,,,,200,-250,6.0,-6.0,-110,-110,216.5,-108,-113,,,,,190,-230,5.5,-5.5,-110,-110,216.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2019,RegularSeason,3/26/19,7:00 PM ET,Tue,3/26/19 @ 7:00 PM ET,,F/OT,SA,116,False,CHA,125,True,/assets/images/nba/logos/SA.png,/assets/images/nba/logos/CHA.png,,,,,,,"Q1, Q2, Q3, Q4, OT","29, 26, 27, 24, 19","23, 36, 21, 26, 10",2,126,-148,3.0,-3.0,-110,-110,220.0,-110.0,-110.0,,,,,155,-180,4.5,-4.5,-110,-110,220.0,,,,,,,150,-186,4.5,-4.5,-113,-108,220.5,-113,-108,,,,,164,-196,4.5,-4.5,-110,-110,220.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019,RegularSeason,3/26/19,7:30 PM ET,Tue,3/26/19 @ 7:30 PM ET,,Final,ORL,104,True,MIA,99,False,/assets/images/nba/logos/ORL.png,/assets/images/nba/logos/MIA.png,,,,,,,"Q1, Q2, Q3, Q4","32, 19, 19, 29","18, 24, 34, 28",2,-225,186,-5.5,5.5,-110,-110,204.5,-110.0,-110.0,,,,,-160,140,-3.5,3.5,-110,-110,205.0,,,,,,,-159,130,-3.5,3.5,-112,-109,205.0,-109,-112,,,,,-162,138,-3.5,3.5,-110,-110,205.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019,RegularSeason,3/26/19,7:30 PM ET,Tue,3/26/19 @ 7:30 PM ET,,Final,CHI,103,False,TOR,112,True,/assets/images/nba/logos/CHI.png,/assets/images/nba/logos/TOR.png,,,,,,,"Q1, Q2, Q3, Q4","26, 30, 29, 27","18, 23, 31, 31",2,-1050,650,-13.5,13.5,-110,-110,,,,,,,,-1700,947,-14.5,14.5,-110,-110,219.0,,,,,,,-1667,900,-14.0,14.0,-113,-108,219.0,-112,-109,,,,,-1200,820,-14.0,14.0,-110,-110,219.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2019,RegularSeason,3/26/19,8:00 PM ET,Tue,3/26/19 @ 8:00 PM ET,,Final,ATL,130,True,NO,120,False,/assets/images/nba/logos/ATL.png,/assets/images/nba/logos/NO.png,,,,,,,"Q1, Q2, Q3, Q4","34, 23, 30, 33","42, 28, 32, 28",2,-112,-104,-1.0,1.0,-110,-110,240.0,-110.0,-110.0,,,,,115,-135,2.5,-2.5,-110,-110,242.5,,,,,,,117,-143,3.0,-3.0,-112,-108,242.0,-112,-108,,,,,120,-142,2.5,-2.5,-110,-110,242.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019,RegularSeason,3/26/19,8:00 PM ET,Tue,3/26/19 @ 8:00 PM ET,,Final,HOU,94,False,MIL,108,True,/assets/images/nba/logos/HOU.png,/assets/images/nba/logos/MIL.png,,,,,,,"Q1, Q2, Q3, Q4","20, 38, 32, 18","25, 28, 18, 23",2,-174,148,-4.0,4.0,-110,-110,227.0,-110.0,-110.0,,,,,-155,135,-3.0,3.0,-106,-114,224.0,,,,,,,-152,125,-3.5,3.5,-108,-112,224.5,-109,-110,,,,,-152,130,-3.0,3.0,-110,-110,224.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2019,RegularSeason,3/26/19,8:00 PM ET,Tue,3/26/19 @ 8:00 PM ET,,Final,LAC,122,True,MIN,111,False,/assets/images/nba/logos/LAC.png,/assets/images/nba/logos/MIN.png,,,,,,,"Q1, Q2, Q3, Q4","23, 32, 30, 26","42, 33, 25, 22",2,108,-128,2.0,-2.0,-110,-110,230.0,-110.0,-110.0,,,,,130,-150,3.0,-3.0,-110,-110,229.0,,,,,,,118,-143,3.0,-3.0,-110,-110,230.0,-112,-109,,,,,130,-152,3.0,-3.0,-110,-110,230.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019,RegularSeason,3/26/19,8:30 PM ET,Tue,3/26/19 @ 8:30 PM ET,,Final,SAC,125,True,DAL,121,False,/assets/images/nba/logos/SAC.png,/assets/images/nba/logos/DAL.png,,,,,,,"Q1, Q2, Q3, Q4","23, 33, 33, 32","25, 29, 33, 38",2,-102,-114,1.0,-1.0,-110,-110,,,,,,,,110,-128,2.0,-2.0,-110,-110,226.0,,,,,,,106,-129,2.0,-2.0,-109,-110,226.0,-109,-112,,,,,110,-128,2.0,-2.0,-110,-110,226.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019,RegularSeason,3/26/19,9:00 PM ET,Tue,3/26/19 @ 9:00 PM ET,,Final,DET,92,False,DEN,95,True,/assets/images/nba/logos/DET.png,/assets/images/nba/logos/DEN.png,,,,,,,"Q1, Q2, Q3, Q4","27, 39, 15, 14","9, 30, 23, 30",2,-295,230,-7.0,7.0,-110,-110,211.5,-112.0,-109.0,,,,,-315,256,-7.5,7.5,-110,-110,212.5,,,,,,,-335,255,-7.5,7.5,-110,-110,212.5,-113,-108,,,,,-320,250,-7.5,7.5,-110,-110,212.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2019,RegularSeason,3/26/19,10:30 PM ET,Tue,3/26/19 @ 10:30 PM ET,,Final,WAS,106,False,LAL,124,True,/assets/images/nba/logos/WAS.png,/assets/images/nba/logos/LAL.png,,,,,,,"Q1, Q2, Q3, Q4","34, 33, 30, 27","29, 27, 27, 23",2,-122,104,-1.5,1.5,-110,-110,233.0,-110.0,-110.0,,,,,-148,128,-2.5,2.5,-118,-102,237.0,,,,,,,-143,117,-2.5,2.5,-112,-109,236.5,-113,-108,,,,,-146,124,-2.5,2.5,-110,-110,236.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
