,Season,Type,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayTeamScore,AwayTeamHasWon,HomeTeam,HomeTeamScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,AwayFieldGoalPercentage,HomeFieldGoalPercentage,AwayThreePointPercentage,HomeThreePointPercentage,AwayTurnovers,HomeTurnovers,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
0,2020,RegularSeason,11/20/19,7:00 PM ET,Wed,11/20/19 @ 7:00 PM ET,,Final,NY,104,False,PHI,109,True,/assets/images/nba/logos/NY.png,/assets/images/nba/logos/PHI.png,,,,,,,"Q1, Q2, Q3, Q4","27, 26, 21, 35","25, 26, 28, 25",1,,,-12.5,12.5,-115,105,213.5,-110.0,-110.0,,,,,-1000,641,-12.5,12.5,-112,-110,211.0,-109,-112,,,,,-1000,650,-12.5,12.5,-112,-110,211.0,-109,-112,,,,,-850,590,-12.5,12.5,-110,-110,210.5,-110,-110,,,,,-1000,650,-12.5,12.5,-112,-110,211.0,-109,-112,,,,,,,,,,,,,,,,,,,,-12.5,12.5,-105,-105,210.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2020,RegularSeason,11/20/19,7:00 PM ET,Wed,11/20/19 @ 7:00 PM ET,,Final,SA,132,False,WAS,138,True,/assets/images/nba/logos/SA.png,/assets/images/nba/logos/WAS.png,,,,,,,"Q1, Q2, Q3, Q4","35, 28, 38, 37","38, 31, 29, 34",1,,,3.0,-3.0,-120,110,239.5,-110.0,-110.0,,,,,104,-126,1.5,-1.5,-110,-112,237.5,-113,-109,,,,,100,-122,1.5,-1.5,-110,-112,237.5,-112,-109,,,,,110,-128,1.5,-1.5,100,-120,237.5,-105,-115,,,,,100,-122,1.5,-1.5,-110,-112,237.5,-112,-109,,,,,,,,,,,,,,,,,,115.0,-135.0,2.0,-2.0,-105,-105,237.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2020,RegularSeason,11/20/19,7:30 PM ET,Wed,11/20/19 @ 7:30 PM ET,,Final,MIL,135,True,ATL,127,False,/assets/images/nba/logos/MIL.png,/assets/images/nba/logos/ATL.png,,,,,,,"Q1, Q2, Q3, Q4","26, 35, 22, 44","34, 24, 38, 39",1,,,10.0,-10.0,-105,-105,233.0,-105.0,-115.0,,,,,488,-668,11.0,-11.0,-110,-110,232.5,-113,-108,,,,,500,-670,11.0,-11.0,-110,-110,232.5,-113,-108,,,,,470,-650,11.0,-11.0,-110,-110,233.5,-105,-115,,,,,500,-670,11.0,-11.0,-110,-110,232.5,-113,-108,,,,,,,,,,,,,,,,,,470.0,-660.0,11.0,-11.0,-105,-105,232.0,-115,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020,RegularSeason,11/20/19,7:30 PM ET,Wed,11/20/19 @ 7:30 PM ET,,Final,GS,94,False,DAL,142,True,/assets/images/nba/logos/GS.png,/assets/images/nba/logos/DAL.png,,,,,,,"Q1, Q2, Q3, Q4","44, 30, 30, 38","16, 22, 26, 30",1,,,-13.5,13.5,100,-110,221.5,-110.0,-110.0,,,,,-1426,898,-14.5,14.5,-111,-109,217.0,-109,-112,,,,,-1430,950,-14.5,14.5,-112,-109,217.0,-109,-112,,,,,-1300,890,-15.0,15.0,-110,-110,216.5,-110,-110,,,,,-1430,950,-14.5,14.5,-110,-109,217.0,-109,-112,,,,,,,,,,,,,,,,,,-1250.0,800.0,-14.5,14.5,-110,100,216.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2020,RegularSeason,11/20/19,7:30 PM ET,Wed,11/20/19 @ 7:30 PM ET,,Final,CLE,100,False,MIA,124,True,/assets/images/nba/logos/CLE.png,/assets/images/nba/logos/MIA.png,,,,,,,"Q1, Q2, Q3, Q4","32, 43, 24, 25","22, 26, 29, 23",1,-420.0,326.0,-9.0,9.0,-110,-110,,,,,,,,-470,364,-9.5,9.5,-110,-110,214.0,-108,-113,,,,,-455,360,-9.5,9.5,-110,-110,214.0,-108,-113,,,,,-500,380,-10.0,10.0,-110,-110,213.5,-110,-110,,,,,-455,360,-9.5,9.5,-110,-110,214.0,-108,-113,,,,,,,,,,,,,,,,,,-520.0,380.0,-9.5,9.5,-105,-105,213.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2020,RegularSeason,11/20/19,7:30 PM ET,Wed,11/20/19 @ 7:30 PM ET,,Final,CHA,91,False,BKN,101,True,/assets/images/nba/logos/CHA.png,/assets/images/nba/logos/BKN.png,,,,,,,"Q1, Q2, Q3, Q4","26, 30, 26, 19","26, 25, 22, 18",1,-174.0,148.0,-3.5,3.5,-120,100,220.5,-110.0,-110.0,,,,,-187,155,-4.5,4.5,-112,-109,219.0,-112,-110,,,,,-186,155,-4.5,4.5,-112,-109,219.0,-112,-109,,,,,-178,148,-4.0,4.0,-110,-110,219.0,-110,-110,,,,,-186,155,-4.5,4.5,-112,-109,219.0,-112,-109,,,,,,,,,,,,,,,,,,-190.0,160.0,-4.5,4.5,-105,-105,219.0,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2020,RegularSeason,11/20/19,7:30 PM ET,Wed,11/20/19 @ 7:30 PM ET,,Final,ORL,97,False,TOR,113,True,/assets/images/nba/logos/ORL.png,/assets/images/nba/logos/TOR.png,,,,,,,"Q1, Q2, Q3, Q4","32, 29, 18, 34","32, 19, 17, 29",1,,,-4.5,4.5,-105,-105,208.5,-110.0,-110.0,,,,,-157,132,-3.0,3.0,-112,-110,207.5,-112,-109,,,,,-157,133,-3.0,3.0,-112,-109,207.5,-112,-109,,,,,-146,124,-3.0,3.0,-110,-110,207.5,-105,-115,,,,,-157,133,-3.0,3.0,-112,-109,207.5,-112,-109,,,,,,,,,,,,,,,,,,-160.0,135.0,-3.0,3.0,-105,-105,206.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2020,RegularSeason,11/20/19,8:00 PM ET,Wed,11/20/19 @ 8:00 PM ET,,Final,DET,89,False,CHI,109,True,/assets/images/nba/logos/DET.png,/assets/images/nba/logos/CHI.png,,,,,,,"Q1, Q2, Q3, Q4","30, 29, 25, 25","30, 25, 16, 18",1,,,-1.5,1.5,100,-110,218.5,-110.0,-110.0,,,,,-109,-111,-1.0,1.0,-109,-112,222.0,-112,-109,,,,,-114,-107,-1.0,1.0,-109,-112,222.0,-112,-109,,,,,100,-116,1.0,-1.0,-110,-110,221.5,-115,-105,,,,,-114,-107,-1.0,1.0,-109,-112,222.0,-112,-109,,,,,,,,,,,,,,,,,,-105.0,-115.0,1.0,-1.0,-105,-105,222.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2020,RegularSeason,11/20/19,8:00 PM ET,Wed,11/20/19 @ 8:00 PM ET,,Final,UTA,103,True,MIN,95,False,/assets/images/nba/logos/UTA.png,/assets/images/nba/logos/MIN.png,,,,,,,"Q1, Q2, Q3, Q4","19, 27, 22, 27","26, 22, 25, 30",1,115.0,-136.0,2.5,-2.5,-109,-112,,,,,,,,126,-150,3.0,-3.0,-109,-112,223.5,-113,-108,,,,,125,-148,3.0,-3.0,-109,-112,223.5,-113,-108,,,,,130,-152,3.5,-3.5,-120,100,223.5,-110,-110,,,,,125,-148,3.0,-3.0,-109,-112,223.5,-112,-108,,,,,,,,,,,,,,,,,,130.0,-150.0,3.0,-3.0,-105,-105,223.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2020,RegularSeason,11/20/19,9:00 PM ET,Wed,11/20/19 @ 9:00 PM ET,,Final,HOU,95,False,DEN,105,True,/assets/images/nba/logos/HOU.png,/assets/images/nba/logos/DEN.png,,,,,,,"Q1, Q2, Q3, Q4","27, 27, 28, 23","22, 29, 22, 22",1,,,-2.0,2.0,-105,-105,225.0,-110.0,-110.0,,,,,-115,-104,-1.0,1.0,-109,-112,221.5,-112,-110,,,,,-113,-105,-1.0,1.0,-109,-112,221.5,-112,-109,,,,,-114,-102,-1.0,1.0,-110,-110,221.5,-110,-110,,,,,-113,-105,-1.0,1.0,-109,-112,221.5,-112,-109,,,,,,,,,,,,,,,,,,-120.0,100.0,-1.5,1.5,-105,-105,221.5,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
