,Season,Type,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayTeamScore,AwayTeamHasWon,HomeTeam,HomeTeamScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,AwayFieldGoalPercentage,HomeFieldGoalPercentage,AwayThreePointPercentage,HomeThreePointPercentage,AwayTurnovers,HomeTurnovers,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
0,2021,Postseason,5/23/21,1:00 PM ET,Sun,5/23/21 @ 1:00 PM ET,,Final,WAS,118,False,PHI,125,True,/assets/images/nba/logos/WAS.png,/assets/images/nba/logos/PHI.png,,,,,,,"Q1, Q2, Q3, Q4","27, 34, 38, 26","28, 34, 31, 25",1,-270,220,-6.5,6.5,-110,-110,,,,,,,,-339,268,-8.0,8.0,-110,-112,227.0,-113,-109,,,,,-335,265,-8.0,8.0,-109,-113,227.0,-113,-109,,,,,-350,280,-8.0,8.0,-110,-110,227.5,-112,-108,,,,,-335,265,-8.0,8.0,-109,-113,227.0,-113,-109,,,,,-345,285,-8.0,8.0,-110,-110,227.5,-110,-110,,,,,-350,270,-8.0,8.0,-110,-110,227.5,-115,-105,,,,,-357,275,-8.0,8.0,-110,-110,227.5,-110,-110,,,,,,,,,,,,,,,,,
1,2021,Postseason,5/23/21,3:30 PM ET,Sun,5/23/21 @ 3:30 PM ET,,Final,LAL,90,False,PHO,99,True,/assets/images/nba/logos/LAL.png,/assets/images/nba/logos/PHO.png,,,,,,,"Q1, Q2, Q3, Q4","32, 21, 28, 18","25, 20, 23, 22",1,-165,140,-3.5,3.5,-110,-110,,,,,,,,-131,110,-2.0,2.0,-113,-109,213.5,-113,-109,,,,,-130,110,-2.0,2.0,-113,-108,213.5,-113,-108,,,,,-130,110,-2.0,2.0,-110,-110,213.5,-110,-110,,,,,-130,110,-2.0,2.0,-113,-108,213.5,-113,-108,,,,,-135,115,-2.5,2.5,-110,-110,213.5,-110,-110,,,,,-130,110,-2.0,2.0,-110,-110,213.5,-115,-105,,,,,-139,115,-2.5,2.5,-110,-110,213.5,-110,-110,,,,,,,,,,,,,,,,,
2,2021,Postseason,5/23/21,7:00 PM ET,Sun,5/23/21 @ 7:00 PM ET,,Final,ATL,107,True,NY,105,False,/assets/images/nba/logos/ATL.png,/assets/images/nba/logos/NY.png,,,,,,,"Q1, Q2, Q3, Q4","16, 34, 23, 32","24, 28, 19, 36",1,-135,115,-1.5,1.5,-110,-110,215.5,-115.0,-105.0,,,,,-120,100,-1.5,1.5,-112,-110,214.0,-110,-112,,,,,-120,100,-1.5,1.5,-112,-110,214.0,-109,-112,,,,,-120,102,-1.5,1.5,-110,-110,214.0,-110,-110,,,,,-120,100,-1.5,1.5,-112,-110,214.0,-109,-112,,,,,-120,100,-1.5,1.5,-110,-110,214.0,-110,-110,,,,,-120,100,-1.5,1.5,-110,-110,214.0,-115,-105,,,,,-115,-105,-1.0,1.0,-110,-110,213.5,-110,-110,,,,,,,,,,,,,,,,,
3,2021,Postseason,5/23/21,9:30 PM ET,Sun,5/23/21 @ 9:30 PM ET,,Final,MEM,112,True,UTA,109,False,/assets/images/nba/logos/MEM.png,/assets/images/nba/logos/UTA.png,,,,,,,"Q1, Q2, Q3, Q4","24, 19, 31, 35","17, 32, 34, 29",1,-374,280,-8.5,8.5,-108,-114,,,,,,,,-330,266,-7.5,7.5,-110,-110,216.5,-113,-108,,,,,-315,260,-7.5,7.5,-110,-110,216.5,-113,-108,,,,,-360,290,-7.5,7.5,-114,-106,216.5,-114,-106,,,,,-315,260,-7.5,7.5,-110,-110,216.5,-113,-108,,,,,-350,290,-8.0,8.0,-110,-110,216.5,-110,-110,,,,,-370,285,-8.0,8.0,-110,-110,216.5,-115,-105,,,,,-357,275,-8.0,8.0,-105,-115,216.5,-110,-110,,,,,,,,,,,,,,,,,
